,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,-20,0,0,0,6,32.768,1,0.016
1,-20,0,0,1,6,32.768,82,1.313
2,-20,0,0,2,6,32.768,1,0.018000000000000002
3,-20,0,0,3,6,32.768,54,0.84
4,-20,0,1,0,6,32.768,0,0.0
5,-20,0,1,1,6,32.768,0,0.0
6,-20,0,1,2,6,32.768,1,0.016
7,-20,0,1,3,6,32.768,62,0.904
8,-20,0,2,0,6,32.768,0,0.0
9,-20,0,2,1,6,32.768,1,0.016
10,-20,0,2,2,6,32.768,1,0.016
11,-20,0,2,3,6,32.768,0,0.0
12,-20,0,3,0,6,32.768,112,1.813
13,-20,0,3,1,6,32.768,0,0.0
14,-20,0,3,2,6,32.768,101,1.572
15,-20,0,3,3,6,32.768,87,1.385
16,-20,0,4,0,7,32.768,0,0.0
17,-20,0,4,1,7,32.768,1,0.008
18,-20,0,4,2,7,32.768,13,0.1115
19,-20,0,4,3,7,32.768,8,0.0695
20,-20,0,5,0,7,32.768,1,0.008
21,-20,0,5,1,7,32.768,1,0.008
22,-20,0,5,2,7,32.768,1,0.008
23,-20,0,5,3,7,32.768,24,0.1835
24,-20,0,6,0,7,32.768,0,0.0
25,-20,0,6,1,7,32.768,1,0.008
26,-20,0,6,2,7,32.768,19,0.162
27,-20,0,6,3,7,32.768,13,0.10350000000000001
28,-20,0,7,0,7,32.768,1,0.008
29,-20,0,7,1,7,32.768,22,0.194
30,-20,0,7,2,7,32.768,21,0.14400000000000002
31,-20,0,7,3,7,32.768,15,0.1065
32,-20,1,0,0,0,32.768,1,1.024
33,-20,1,0,1,0,32.768,1,1.024
34,-20,1,0,2,0,32.768,1,1.024
35,-20,1,0,3,0,32.768,2638,2701.504
36,-20,1,1,0,0,32.768,1,1.024
37,-20,1,1,1,0,32.768,1,1.024
38,-20,1,1,2,0,32.768,1,1.024
39,-20,1,1,3,0,32.768,1086,1094.656
40,-20,1,2,0,0,32.768,244,233.536
41,-20,1,2,1,0,32.768,1,1.024
42,-20,1,2,2,0,32.768,1,1.024
43,-20,1,2,3,0,32.768,1,1.024
44,-20,1,3,0,0,32.768,0,0.0
45,-20,1,3,1,0,32.768,0,0.0
46,-20,1,3,2,0,32.768,0,0.0
47,-20,1,3,3,0,32.768,1,1.024
48,-20,1,4,0,0,32.768,0,0.0
49,-20,1,4,1,0,32.768,1,1.024
50,-20,1,4,2,0,32.768,1768,1814.528
51,-20,1,4,3,0,32.768,1,1.024
52,-20,1,5,0,0,32.768,0,0.0
53,-20,1,5,1,0,32.768,2575,2643.904
54,-20,1,5,2,0,32.768,2404,2455.68
55,-20,1,5,3,0,32.768,1917,1957.5040000000001
56,-20,1,6,0,0,32.768,1,1.024
57,-20,1,6,1,0,32.768,1,1.024
58,-20,1,6,2,0,32.768,0,0.0
59,-20,1,6,3,0,32.768,2682,2740.8
60,-20,1,7,0,0,32.768,197,207.104
61,-20,1,7,1,0,32.768,1,1.024
62,-20,1,7,2,0,32.768,0,0.0
63,-20,1,7,3,0,32.768,3473,3547.328
