,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,40,0,0,0,6,32.768,1,0.016
1,40,0,0,1,6,32.768,2029,32.495
2,40,0,0,2,6,32.768,1745,27.805
3,40,0,0,3,6,32.768,1517,24.242
4,40,0,1,0,6,32.768,1,0.016
5,40,0,1,1,6,32.768,0,0.0
6,40,0,1,2,6,32.768,1,0.016
7,40,0,1,3,6,32.768,2524,40.333
8,40,0,2,0,6,32.768,3594,57.53
9,40,0,2,1,6,32.768,3567,57.134
10,40,0,2,2,6,32.768,2916,46.665
11,40,0,2,3,6,32.768,2462,39.467
12,40,0,3,0,6,32.768,0,0.0
13,40,0,3,1,6,32.768,3503,55.992000000000004
14,40,0,3,2,6,32.768,2923,46.828
15,40,0,3,3,6,32.768,2581,41.275
16,40,0,4,0,7,32.768,1,0.008
17,40,0,4,1,7,32.768,671,5.3580000000000005
18,40,0,4,2,7,32.768,685,5.471
19,40,0,4,3,7,32.768,537,4.2915
20,40,0,5,0,7,32.768,1156,9.252
21,40,0,5,1,7,32.768,833,6.666
22,40,0,5,2,7,32.768,908,7.252
23,40,0,5,3,7,32.768,747,5.9725
24,40,0,6,0,7,32.768,0,0.0
25,40,0,6,1,7,32.768,485,2.7775
26,40,0,6,2,7,32.768,865,6.9165
27,40,0,6,3,7,32.768,1,0.0095
28,40,0,7,0,7,32.768,1,0.0085
29,40,0,7,1,7,32.768,1430,11.4425
30,40,0,7,2,7,32.768,1002,8.009500000000001
31,40,0,7,3,7,32.768,1004,8.032
32,40,1,0,0,0,32.768,0,0.0
33,40,1,0,1,0,32.768,17893,18359.872
34,40,1,0,2,0,32.768,14443,14787.2
35,40,1,0,3,0,32.768,13211,13557.632
36,40,1,1,0,0,32.768,1,1.024
37,40,1,1,1,0,32.768,0,0.0
38,40,1,1,2,0,32.768,1,1.024
39,40,1,1,3,0,32.768,21343,21806.208
40,40,1,2,0,0,32.768,0,0.0
41,40,1,2,1,0,32.768,1,1.024
42,40,1,2,2,0,32.768,26868,27435.52
43,40,1,2,3,0,32.768,23552,24175.488
44,40,1,3,0,0,32.768,0,0.0
45,40,1,3,1,0,32.768,0,0.0
46,40,1,3,2,0,32.768,30022,30684.288
47,40,1,3,3,0,32.768,29363,30105.664
48,40,1,4,0,0,32.768,1,1.024
49,40,1,4,1,0,32.768,11397,11634.112000000001
50,40,1,4,2,0,32.768,9023,9239.36
51,40,1,4,3,0,32.768,9049,9288.448
52,40,1,5,0,0,32.768,1,1.024
53,40,1,5,1,0,32.768,15873,16227.392
54,40,1,5,2,0,32.768,13523,13850.048
55,40,1,5,3,0,32.768,12322,12580.672
56,40,1,6,0,0,32.768,18400,19363.456000000002
57,40,1,6,1,0,32.768,21932,22386.24
58,40,1,6,2,0,32.768,19230,19650.176
59,40,1,6,3,0,32.768,15070,15420.096
60,40,1,7,0,0,32.768,1,1.024
61,40,1,7,1,0,32.768,24417,25017.472
62,40,1,7,2,0,32.768,21662,22172.864
63,40,1,7,3,0,32.768,18059,18473.600000000002
