,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,110,0,0,0,6,32.768,47148,755.73
1,110,0,0,1,6,32.768,0,0.0
2,110,0,0,2,6,32.768,37904,605.835
3,110,0,0,3,6,32.768,32085,513.0310000000001
4,110,0,1,0,6,32.768,0,0.0
5,110,0,1,1,6,32.768,50954,814.724
6,110,0,1,2,6,32.768,33720,538.75
7,110,0,1,3,6,32.768,37487,599.769
8,110,0,2,0,6,32.768,0,0.0
9,110,0,2,1,6,32.768,0,0.0
10,110,0,2,2,6,32.768,42322,677.832
11,110,0,2,3,6,32.768,34849,560.0020000000001
12,110,0,3,0,6,32.768,71171,1137.425
13,110,0,3,1,6,32.768,64372,1028.432
14,110,0,3,2,6,32.768,1184,18.845
15,110,0,3,3,6,32.768,43443,695.686
16,110,0,4,0,7,32.768,24463,195.627
17,110,0,4,1,7,32.768,21785,174.37800000000001
18,110,0,4,2,7,32.768,17390,139.0505
19,110,0,4,3,7,32.768,16381,131.0465
20,110,0,5,0,7,32.768,25594,204.7665
21,110,0,5,1,7,32.768,24882,198.964
22,110,0,5,2,7,32.768,20615,164.94
23,110,0,5,3,7,32.768,19834,158.7555
24,110,0,6,0,7,32.768,10147,92.9575
25,110,0,6,1,7,32.768,31105,248.7065
26,110,0,6,2,7,32.768,31048,248.364
27,110,0,6,3,7,32.768,20682,165.544
28,110,0,7,0,7,32.768,43115,344.9075
29,110,0,7,1,7,32.768,33266,265.9685
30,110,0,7,2,7,32.768,28464,227.781
31,110,0,7,3,7,32.768,23994,191.9615
32,110,1,0,0,0,32.768,1,1.024
33,110,1,0,1,0,32.768,53258,54687.744
34,110,1,0,2,0,32.768,45222,46318.528
35,110,1,0,3,0,32.768,41460,42400.576
36,110,1,1,0,0,32.768,86729,89126.464
37,110,1,1,1,0,32.768,84115,85945.408
38,110,1,1,2,0,32.768,62199,63872.32
39,110,1,1,3,0,32.768,60657,62059.648
40,110,1,2,0,0,32.768,0,0.0
41,110,1,2,1,0,32.768,1,1.024
42,110,1,2,2,0,32.768,76578,78347.264
43,110,1,2,3,0,32.768,67429,68965.568
44,110,1,3,0,0,32.768,127848,130786.432
45,110,1,3,1,0,32.768,105120,107941.888
46,110,1,3,2,0,32.768,96487,99022.912
47,110,1,3,3,0,32.768,84870,86818.624
48,110,1,4,0,0,32.768,49477,50793.088
49,110,1,4,1,0,32.768,0,0.0
50,110,1,4,2,0,32.768,33544,34440.128000000004
51,110,1,4,3,0,32.768,30976,31679.04
52,110,1,5,0,0,32.768,64488,66202.11200000001
53,110,1,5,1,0,32.768,52759,53881.024
54,110,1,5,2,0,32.768,47713,48842.304000000004
55,110,1,5,3,0,32.768,42303,43436.032
56,110,1,6,0,0,32.768,80064,82008.448
57,110,1,6,1,0,32.768,68391,69971.392
58,110,1,6,2,0,32.768,59121,60390.848
59,110,1,6,3,0,32.768,51383,52597.12
60,110,1,7,0,0,32.768,95939,98517.056
61,110,1,7,1,0,32.768,0,0.0
62,110,1,7,2,0,32.768,68510,70069.248
63,110,1,7,3,0,32.768,57235,58566.272000000004
