sample_number,runtime_seconds,success,param_width,param_length,param_fingers,param_multipliers,error,verification_drc,verification_lvs,verification_pex
30,429.1087167263031,True,"[0.621044345841067, 3.5498523617947835]","[0.4111822089843292, 3.083174304816478]","[4, 4]","[2, 2]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0030/tg_sample_0030.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'fail', 'is_pass': False, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0030/tg_sample_0030.lvs.rpt', 'summary': {'is_pass': False, 'conclusion': 'LVS Fail: Netlist mismatch.', 'total_mismatches': 0, 'mismatch_details': {'nets': '4 **Mismatch**             |Number of nets: 6 **Mismatch**', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0030/tg_sample_0030_pex.spice'}"
31,1000.0,False,"[7.9505504480310085, 19.351639956348404]","[1.9963744468180573, 2.143995707508216]","[3, 3]","[1, 1]",Timeout after 1000 seconds,,,
32,193.2715539932251,True,"[13.073442618048468, 1.9143358951236593]","[3.685650171662594, 2.5534679093643287]","[4, 4]","[2, 2]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0032/tg_sample_0032.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'fail', 'is_pass': False, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0032/tg_sample_0032.lvs.rpt', 'summary': {'is_pass': False, 'conclusion': 'LVS Fail: Netlist mismatch.', 'total_mismatches': 0, 'mismatch_details': {'nets': '4 **Mismatch**             |Number of nets: 6 **Mismatch**', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0032/tg_sample_0032_pex.spice'}"
33,94.28161406517027,True,"[12.287418210647052, 2.2952046542126734]","[0.9744660853556649, 3.9436914377212466]","[2, 2]","[1, 1]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0033/tg_sample_0033.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0033/tg_sample_0033.lvs.rpt', 'summary': {'is_pass': True, 'conclusion': 'LVS Pass: Netlists match.', 'total_mismatches': 0, 'mismatch_details': {'nets': '6                          |Number of nets: 6', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0033/tg_sample_0033_pex.spice'}"
34,905.3066799640656,True,"[8.730846538879211, 6.218680194057853]","[0.9856248767889827, 2.247811025482678]","[4, 4]","[2, 2]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0034/tg_sample_0034.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'fail', 'is_pass': False, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0034/tg_sample_0034.lvs.rpt', 'summary': {'is_pass': False, 'conclusion': 'LVS Fail: Netlist mismatch.', 'total_mismatches': 0, 'mismatch_details': {'nets': '4 **Mismatch**             |Number of nets: 6 **Mismatch**', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0034/tg_sample_0034_pex.spice'}"
35,959.4914863109587,True,"[4.891540476708959, 18.977975414898065]","[1.2706823468754318, 3.728907447501493]","[1, 1]","[1, 1]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0035/tg_sample_0035.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0035/tg_sample_0035.lvs.rpt', 'summary': {'is_pass': True, 'conclusion': 'LVS Pass: Netlists match.', 'total_mismatches': 0, 'mismatch_details': {'nets': '6                          |Number of nets: 6', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0035/tg_sample_0035_pex.spice'}"
36,1000.0,False,"[8.35005081274328, 17.319656068050435]","[3.6147173552614684, 1.0052442349917605]","[4, 4]","[1, 1]",Timeout after 1000 seconds,,,
37,0.1,False,"[17.808834783396946, 16.85396987284854]","[0.7403672968011559, 2.584727056252423]","[5, 5]","[2, 2]",Skipped due to problematic parameters: Both NMOS (178.1μm) and PMOS (168.5μm) total widths too large,,,
38,174.4813995361328,True,"[5.722206132620257, 3.1303928222116677]","[1.0580938804592586, 0.1712489051420845]","[2, 2]","[2, 2]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0038/tg_sample_0038.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'fail', 'is_pass': False, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0038/tg_sample_0038.lvs.rpt', 'summary': {'is_pass': False, 'conclusion': 'LVS Fail: Netlist mismatch.', 'total_mismatches': 0, 'mismatch_details': {'nets': '4 **Mismatch**             |Number of nets: 6 **Mismatch**', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0038/tg_sample_0038_pex.spice'}"
39,187.25628924369812,True,"[9.553825713822635, 5.1259814760049425]","[3.3241599169831426, 1.9273093782089834]","[3, 3]","[1, 1]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0039/tg_sample_0039.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0039/tg_sample_0039.lvs.rpt', 'summary': {'is_pass': True, 'conclusion': 'LVS Pass: Netlists match.', 'total_mismatches': 0, 'mismatch_details': {'nets': '6                          |Number of nets: 6', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0039/tg_sample_0039_pex.spice'}"
40,1000.0,False,"[7.687579706075697, 9.21070629311754]","[1.2525053536749775, 2.368203535780585]","[2, 2]","[2, 2]",Timeout after 1000 seconds,,,
41,0.1,False,"[14.3344952577693, 15.035688845099083]","[3.379568380675274, 2.266779808293608]","[5, 5]","[2, 2]",Skipped due to problematic parameters: Both NMOS (143.3μm) and PMOS (150.4μm) total widths too large,,,
42,431.94536423683167,True,"[15.46090188423433, 8.556335077323412]","[1.6932765474447011, 0.21144115916276218]","[5, 5]","[1, 1]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0042/tg_sample_0042.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0042/tg_sample_0042.lvs.rpt', 'summary': {'is_pass': True, 'conclusion': 'LVS Pass: Netlists match.', 'total_mismatches': 0, 'mismatch_details': {'nets': '6                          |Number of nets: 6', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0042/tg_sample_0042_pex.spice'}"
43,615.3154306411743,True,"[16.069078957949785, 9.2795923089807]","[3.724899831615802, 1.7185851502622895]","[5, 5]","[1, 1]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0043/tg_sample_0043.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0043/tg_sample_0043.lvs.rpt', 'summary': {'is_pass': True, 'conclusion': 'LVS Pass: Netlists match.', 'total_mismatches': 0, 'mismatch_details': {'nets': '6                          |Number of nets: 6', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0043/tg_sample_0043_pex.spice'}"
44,76.38123488426208,True,"[4.667543403669659, 4.113735751920226]","[2.495331299511546, 0.8421354705766978]","[1, 1]","[1, 1]",,"{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0044/tg_sample_0044.drc.rpt', 'summary': {'is_pass': True, 'total_errors': 0, 'error_details': []}}","{'status': 'pass', 'is_pass': True, 'report_path': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0044/tg_sample_0044.lvs.rpt', 'summary': {'is_pass': True, 'conclusion': 'LVS Pass: Netlists match.', 'total_mismatches': 0, 'mismatch_details': {'nets': '6                          |Number of nets: 6', 'devices': '4                       |Number of devices: 4', 'unmatched_nets_parsed': [], 'unmatched_instances_parsed': []}}}","{'status': 'PEX Error: bash: run_pex.sh: No such file or directory\n', 'total_resistance_ohms': 0.0, 'total_capacitance_farads': 0.0, 'spice_file': '/home/arnavshukla/OpenFASOC/openfasoc/generators/glayout/glayout/flow/blocks/elementary/LHS/tg_dataset_200_lhs/sample_0044/tg_sample_0044_pex.spice'}"
45,1000.0,False,"[7.380078036649703, 16.393243382504558]","[0.38308521262459294, 0.28958929562545377]","[4, 4]","[2, 2]",Timeout after 1000 seconds,,,
