,Ivdd (A),Ivdd1v8 (A)
0,1.9063179342723042e-07,1.1044671150234743e-06
1,9.30072161431871e-06,1.2865462401847577e-06
2,7.175031017341043e-06,1.2464804181117545e-06
3,1.8902150770925098e-06,9.171328788546252e-07
4,1.2972263638603706e-05,1.2813835236139635e-06
5,1.2520118320066329e-05,1.2961787844112755e-06
6,9.603747963718825e-06,1.2726125895691605e-06
7,8.778902843091337e-06,1.3494468735363002e-06
8,1.3523209356321832e-06,8.293021632183905e-07
9,1.0928441106090373e-05,1.2679267524557957e-06
10,8.776885535469108e-06,1.8184715903890148e-06
11,1.918132673378076e-07,1.1078877102908285e-06
12,1.4456472776280319e-05,1.2552455808625326e-06
13,1.9135331524249435e-07,1.082951057736721e-06
14,5.898532657980453e-06,1.1725521009771998e-06
15,7.84897096046511e-06,1.2263565604651168e-06
16,1.944752954545453e-06,9.656062568181815e-07
17,1.888027458149778e-06,1.0284943678414103e-06
18,1.8586704508670537e-07,1.0772435664739885e-06
19,1.7777052691082803e-06,1.124220883757961e-06
20,1.906954808362369e-07,1.0971759779326363e-06
21,3.5816197779329625e-06,1.1108929427374312e-06
22,2.236169937901499e-06,9.787423083511769e-07
23,1.8559700891472881e-06,9.562121937984488e-07
24,1.8885451844863723e-06,9.690134360586998e-07
25,1.8518083017543863e-06,1.350341982456142e-06
26,1.5928267869198303e-06,8.676194472573841e-07
27,2.1632194723183393e-06,1.0622623512110722e-06
28,1.9244051789709208e-07,1.0540465794183446e-06
29,1.7564353306451633e-06,1.067605277419355e-06
30,1.2197764572072071e-06,8.055811283783789e-07
31,2.027950664948452e-06,1.0565649467353951e-06
32,0.0033351138701298703,3.3929976753246766e-05
33,2.1481734872298632e-06,2.173412730844796e-06
34,1.5327935575221249e-06,2.091915663716813e-06
35,0.004149687464968156,2.0628868152866236e-05
36,1.7790783238312434e-07,2.58462007981756e-06
37,2.266286677103718e-06,2.616777181996082e-06
38,1.5854965053533189e-06,2.4609695717344784e-06
39,0.0049336586590038286,2.263475568326947e-05
40,1.7133820580357144e-06,4.150780327380949e-06
41,1.2645175326000012e-05,3.963271279999999e-06
42,1.9440392680000005e-06,3.236674739999999e-06
43,0.005673358478260858,2.8007488363171356e-05
44,1.8147891415313221e-07,3.5150231206496525e-06
45,2.0663696548117155e-06,3.5142805857740557e-06
46,2.128900893081761e-06,3.5631829140461227e-06
47,0.007782718075916232,3.7442437958115186e-05
48,1.373174941031941e-06,1.727566872235871e-06
49,0.003151385771725035,1.7035132166018153e-05
50,0.002255329884763126,1.3968490909090922e-05
51,1.778130070921986e-07,1.8944903061465714e-06
52,2.2999253104925055e-06,2.1998295117773023e-06
53,1.8784149842209077e-06,2.365851301775147e-06
54,0.00456531630379747,2.0643215063291146e-05
55,0.003740874955527321,1.7887111054637847e-05
56,0.006975425823605702,2.795567963683531e-05
57,1.8230636624569466e-07,2.570323731343278e-06
58,0.004516932806788507,2.0340770757180165e-05
59,0.004489164218749998,1.9131488802083333e-05
60,1.9596844879999993e-06,2.804112879999998e-06
61,0.0033058431016731006,3.7694973487773474e-05
62,0.005613840162907267,3.284699611528823e-05
63,0.004904181187096772,3.0161259354838693e-05
