,Ivdd (A),Ivdd1v8 (A)
0,1.853489054824562e-06,9.384892434210526e-07
1,1.5687996462882094e-06,7.663797423580781e-07
2,5.251943303178477e-06,1.31120960391198e-06
3,1.8912840736342033e-07,1.0664769204275534e-06
4,1.9261705469678965e-07,1.0373733305588588e-06
5,1.8594333734939761e-07,9.946214554216864e-07
6,1.901525833333332e-07,1.0746605833333334e-06
7,1.3903278139676119e-05,1.2907630121457484e-06
8,1.83374617887931e-06,9.266176142241376e-07
9,1.8621430592503028e-07,1.0541562333736395e-06
10,1.6720588976744194e-06,1.0282417813953488e-06
11,1.5808576287262873e-05,1.2633913915989163e-06
12,1.4502486514161222e-06,8.433618649237481e-07
13,1.8376325177304924e-07,1.026773197399527e-06
14,1.6025762862985678e-06,8.952273517382411e-07
15,1.5476018083700437e-06,8.672924162995597e-07
16,2.0405248358208937e-06,1.0916798081023452e-06
17,3.963663585365856e-06,1.2350409110473459e-06
18,1.3951266677631587e-06,1.1171098963815781e-06
19,1.6680311845906894e-06,1.0571097512038513e-06
20,1.8786325419664284e-07,1.067096224220623e-06
21,2.9514187540394945e-06,1.1160038635547574e-06
22,2.338033992481203e-06,1.0027170432330821e-06
23,2.3040723574218763e-06,1.0812840292968742e-06
24,3.6176351022900757e-06,1.4139727832061068e-06
25,1.7731334824667464e-07,1.0386163857315596e-06
26,1.7324637542735052e-06,1.0373057713675213e-06
27,2.054515106090372e-06,9.93188481335953e-07
28,1.7424589208633083e-07,1.0297474904076735e-06
29,3.6450732899505802e-06,1.0452319769357494e-06
30,4.850553795727639e-06,1.2479669452603466e-06
31,1.963746732113145e-06,9.770978402662226e-07
32,1.861500398069964e-07,7.281193546441507e-06
33,0.008082487104913681,4.4291240106241686e-05
34,0.009517542098445606,3.60298169689119e-05
35,0.005360877165991898,3.222483225371119e-05
36,1.0736883060747669e-06,3.6220978037383165e-06
37,1.8543882453608248e-06,3.822151360824742e-06
38,0.010033103425559959,3.851400553359686e-05
39,0.0030748006781914886,4.198848311170208e-05
40,1.6537345857642922e-07,4.85462553092182e-06
41,1.8086729558498874e-06,4.847313509933777e-06
42,0.005542196098535293,4.733283528628492e-05
43,0.007544441573333333,4.7613599466666654e-05
44,1.4706457673913037e-06,5.2108311304347805e-06
45,0.005327697553191491,7.272148936170223e-05
46,0.00918303989431968,7.192920211360628e-05
47,0.008067417712765963,6.387137486702124e-05
48,0.005527067582128774,2.6741042969776605e-05
49,0.005965849424364123,2.7806430923694773e-05
50,0.00518026809018568,2.45347019893899e-05
51,0.0036819949542483657,1.7482676209150316e-05
52,1.9291409940828395e-07,3.1934775029585786e-06
53,1.8814542042755318e-07,3.3155547268408606e-06
54,0.005948414072096133,2.8089754472630162e-05
55,0.005100762139107616,2.3604808267716537e-05
56,0.006909587776298271,4.450922649800261e-05
57,0.008983506249999999,3.8411303324468084e-05
58,0.007361166693440433,3.3267406291833976e-05
59,0.005940898669354838,2.803161545698928e-05
60,1.1463645990990996e-06,3.3601516891891895e-06
61,1.867748453488372e-07,1.0698363953488373e-05
62,0.009270257067371189,4.969685482166445e-05
63,0.006965927370517922,4.244838857901727e-05
