,Ivdd (A),Ivdd1v8 (A)
0,1.776962757793766e-07,9.198584592326135e-07
1,1.859010899280574e-07,8.810096103117508e-07
2,1.9053408830548887e-07,9.087235727923633e-07
3,1.8539621194379368e-07,8.604079098360653e-07
4,2.4938443488649925e-07,8.675305663082433e-07
5,2.148626777570094e-06,7.370451831775701e-07
6,1.434543929782082e-06,6.926961041162221e-07
7,1.9592496506024096e-07,8.918388771084329e-07
8,1.8288554767441847e-07,8.766647825581396e-07
9,1.3644016064814818e-06,7.197841388888886e-07
10,1.95759481700118e-07,8.589411109799292e-07
11,1.6612899452954063e-06,6.724206498905907e-07
12,1.8307550237529702e-07,8.841368206650823e-07
13,1.1999130144927537e-06,7.000222173913041e-07
14,2.2846174320987673e-06,7.682318827160492e-07
15,6.532812399999995e-06,1.0485256152173909e-06
16,2.438093184782606e-06,9.58326426086956e-07
17,1.778065145359021e-06,7.68085760070053e-07
18,1.4460295059221662e-06,9.598637292724197e-07
19,1.2621934927066434e-06,8.850764246353319e-07
20,1.895007641509434e-07,8.7985833254717e-07
21,3.90257249850746e-06,9.83200788059702e-07
22,1.907216409638555e-07,9.130555481927714e-07
23,1.7133926933797901e-06,8.595347020905915e-07
24,1.7147381147186141e-06,8.143311450216451e-07
25,1.528665603559872e-06,9.645638009708738e-07
26,1.9544873953900733e-06,8.781397765957449e-07
27,1.7312336223175972e-06,7.447136201716739e-07
28,4.447152322775264e-06,1.021752291101057e-06
29,2.1255074854771783e-06,8.619982655601655e-07
30,1.7076866468646862e-06,8.454602953795388e-07
31,1.5638650114942537e-06,8.718620328407217e-07
32,1.4818251716247131e-06,2.076634347826089e-06
33,1.252354004555808e-06,2.098594510250569e-06
34,1.4151499412393166e-05,2.412715769230772e-06
35,0.0037295299601593623,2.17559507304117e-05
36,2.5318447389705883e-06,2.7625268198529404e-06
37,1.8487127276785728e-06,2.9093810267857163e-06
38,1.2720373311258283e-06,2.740215982339956e-06
39,0.006648556622516552,2.9137315629139065e-05
40,1.4985137505241104e-06,3.1044332704402526e-06
41,0.0038806121148825083,3.8870845822454325e-05
42,1.6198325500000003e-06,3.1402604545454542e-06
43,0.006567395746367244,3.0521248612945844e-05
44,0.009416192996108963,5.2746996108949387e-05
45,1.9919984841363108e-07,3.822799294947124e-06
46,1.7282860234042529e-06,3.8069895957446828e-06
47,1.4132226940133033e-06,3.500058070953436e-06
48,1.9143330586766528e-07,1.7065757727840225e-06
49,1.8382615911872706e-07,1.4978232949816416e-06
50,0.0029605123726541564,1.4067955495978563e-05
51,0.0027628589586114844,1.3131599198931912e-05
52,1.8845814541120416e-07,2.19266084624553e-06
53,9.572559521410583e-07,2.106199596977332e-06
54,0.006067105360000001,2.1408872800000007e-05
55,0.00382780703166227,1.830771952506598e-05
56,0.005824562798408487,2.79954173740053e-05
57,1.9204516033254164e-07,2.507133159144894e-06
58,0.006952506653645843,2.4059856119791688e-05
59,0.0061529272207446785,2.1368702792553214e-05
60,0.005416411613333336,3.8171892799999984e-05
61,0.008531886519410984,4.02371722891566e-05
62,0.007361662838370563,3.720192233902758e-05
63,0.005540323416886547,3.236309287598944e-05
