,Ivdd (A),Ivdd1v8 (A)
0,1.7550840214797132e-07,9.737684534606217e-07
1,6.81347718855219e-06,1.3404247525252544e-06
2,2.0851821689189173e-06,9.085147747747748e-07
3,6.637676378839593e-06,1.099639506825938e-06
4,1.1795122502127655e-05,1.5989855595744688e-06
5,7.934803845794394e-06,1.1987471004672882e-06
6,2.054412554216865e-07,9.877335421686741e-07
7,5.724258725925919e-06,1.1597947827160484e-06
8,1.8476211735941323e-07,9.733955207823962e-07
9,1.8751696991576405e-07,9.635524031287594e-07
10,1.8239657761194032e-06,8.402228912579963e-07
11,1.825657448359658e-07,9.866501093560153e-07
12,1.8894465542168677e-07,9.792476638554216e-07
13,1.1550156952965232e-05,1.4553175930470345e-06
14,1.8827673072360607e-07,9.720370260972724e-07
15,7.128512230588236e-06,1.0975110894117647e-06
16,1.855679206161137e-07,9.71211458530806e-07
17,1.6951480320404717e-06,9.852627166947735e-07
18,1.7777206232464903e-06,8.725781883767536e-07
19,2.018629311981023e-07,9.619803558718843e-07
20,1.2996952016000005e-06,9.57882387200001e-07
21,1.4431383402298845e-06,9.218738068965524e-07
22,1.7321041487964982e-06,8.022066717724295e-07
23,1.4079225539452499e-06,1.012121391304347e-06
24,1.4702375186385723e-06,9.575377163695304e-07
25,1.7061502465517242e-06,9.767101344827578e-07
26,1.8547411491935467e-06,9.833966169354846e-07
27,2.0681694422222223e-06,9.638034288888884e-07
28,1.5212215679824576e-06,8.602739956140352e-07
29,1.7114018450980393e-06,8.128463823529414e-07
30,1.7844090016286631e-06,9.458701156351795e-07
31,2.3739608966861573e-06,9.70605594541911e-07
32,1.8214798880597028e-07,1.9723117699004942e-06
33,1.7488792668067231e-06,2.0370825084033626e-06
34,1.8072572658227846e-07,1.981744608860758e-06
35,1.9010485047846883e-07,2.085668368421051e-06
36,1.9810302314410465e-06,2.3952513537117904e-06
37,2.028992679814385e-07,2.6985643503480322e-06
38,1.2975780651162784e-06,2.2805085116279073e-06
39,0.006622682881355934,2.2809131812255553e-05
40,0.006324647336884154,3.5774249400798956e-05
41,1.5029105669642865e-06,2.9275616741071452e-06
42,2.0817564712918657e-07,3.322312009569381e-06
43,0.0064742704515272234,2.735133625498009e-05
44,1.9056197281323865e-07,3.2309296335697373e-06
45,0.007480577566137574,4.19208338624338e-05
46,1.1877679780487812e-06,3.2702831951219477e-06
47,0.007446995825627466,3.763196842800531e-05
48,0.003595266835106382,1.706830159574468e-05
49,1.7603916181818154e-06,1.6287595386363642e-06
50,0.0025630960107095088,1.2573174297188742e-05
51,0.002106957252010722,1.0428056568364605e-05
52,1.9114648771929842e-07,2.400473672514617e-06
53,1.5922598412371132e-06,1.685653222680414e-06
54,1.8772031946144463e-07,1.9684534443084436e-06
55,0.0030846337150466038,1.5109835019973386e-05
56,2.225983885714286e-06,2.4808966734693866e-06
57,0.005277773723684212,2.190659921052629e-05
58,0.005039703970588237,2.0881764572192493e-05
59,0.0042041044575163375,1.998969607843135e-05
60,0.005566428920000007,3.4103221999999975e-05
61,1.4771403311258277e-06,7.7005123178808e-06
62,0.005741356547619051,3.189075119047619e-05
63,0.004861755884718504,2.9060110321715813e-05
