 1.00000000e-14  2.90629418e-11 
 1.14603096e-14  2.09948012e-11 
 1.43809288e-14  1.07993444e-11 
 2.02221671e-14  5.78967503e-12 
 3.19046438e-14  5.29147379e-12 
 5.52695973e-14  5.48349144e-12 
 1.01999504e-13  5.57901799e-12 
 1.61534400e-13  5.71625296e-12 
 2.54788534e-13  5.62472007e-12 
 4.41296802e-13  5.81664082e-12 
 8.14313336e-13  5.82712549e-12 
 1.00000000e-12  6.01545930e-12 
 1.07460331e-12  5.87864722e-12 
 1.22380992e-12  5.82624787e-12 
 1.52222315e-12  5.73310141e-12 
 2.11904960e-12  5.55804535e-12 
 3.31270252e-12  5.21573417e-12 
 5.70000834e-12  4.59336166e-12 
 1.04746200e-11  3.49262555e-12 
 2.00238433e-11  1.91135815e-12 
 3.91222899e-11  4.78966934e-13 
 6.34183053e-11  1.11679996e-13 
 1.12010336e-10  1.74439606e-14 
 2.09194398e-10 -1.21932221e-15 
 3.98125562e-10 -3.85425545e-15 
 6.75799156e-10 -3.23309107e-16 
 1.23114634e-09 -4.76446634e-15 
 2.00000000e-09 -1.23851256e-15 
 2.00001000e-09  2.15294293e-08 
 2.00003000e-09  7.31735013e-08 
 2.00007000e-09  1.89062171e-07 
 2.00010000e-09  2.67559160e-07 
 2.00010374e-09  2.70716083e-07 
 2.00011123e-09  2.74933675e-07 
 2.00012619e-09  2.76832696e-07 
 2.00015613e-09  2.75458296e-07 
 2.00020720e-09  2.73249756e-07 
 2.00029099e-09  2.71767635e-07 
 2.00039012e-09  2.71159240e-07 
 2.00055269e-09  2.70823772e-07 
 2.00084150e-09  2.70535865e-07 
 2.00128311e-09  2.70205626e-07 
 2.00216633e-09  2.69655886e-07 
 2.00393278e-09  2.69225215e-07 
 2.00746566e-09  2.70648022e-07 
 2.01453143e-09  2.81347239e-07 
 2.02599190e-09  3.13140899e-07 
 2.04749512e-09  3.82266276e-07 
 2.07608077e-09  4.63364063e-07 
 2.11475465e-09  5.39732885e-07 
 2.17248918e-09  5.93950119e-07 
 2.22867808e-09  6.84658127e-07 
 2.31502343e-09  1.38927201e-06 
 2.39728480e-09  2.62360039e-06 
 2.47700137e-09  3.91187172e-06 
 2.55422175e-09  5.14818127e-06 
 2.62666327e-09  6.31519204e-06 
 2.70416935e-09  7.56605502e-06 
 2.78030034e-09  8.80043227e-06 
 2.86490061e-09  1.01703671e-05 
 2.95793340e-09  1.16721947e-05 
 3.07188700e-09  1.35079055e-05 
 3.19001794e-09  1.54088518e-05 
 3.31694133e-09  1.74820781e-05 
 3.44316122e-09  1.96732238e-05 
 3.55490953e-09  2.17427155e-05 
 3.66031610e-09  2.37533029e-05 
 3.76805662e-09  2.58289899e-05 
 3.87416484e-09  2.78779404e-05 
 3.98289673e-09  2.99794697e-05 
 4.09801147e-09  3.22088927e-05 
 4.20938581e-09  3.43681083e-05 
 4.32947862e-09  3.66968858e-05 
 4.47578723e-09  3.95350140e-05 
 4.61359054e-09  4.22081222e-05 
 4.73497703e-09  4.45630219e-05 
 4.84435692e-09  4.66846653e-05 
 4.95890481e-09  4.89074300e-05 
 5.00000000e-09  4.97051858e-05 
 5.01207279e-09  4.99396206e-05 
 5.03621836e-09  5.04084831e-05 
 5.08450952e-09  5.13462118e-05 
 5.15358637e-09  5.26875706e-05 
 5.22524781e-09  5.40791098e-05 
 5.31023103e-09  5.57293239e-05 
 5.38947179e-09  5.72680495e-05 
 5.46993716e-09  5.88305808e-05 
 5.58021236e-09  6.09719731e-05 
 5.70119082e-09  6.33212097e-05 
 5.94314775e-09  6.80197061e-05 
 6.42319821e-09  7.73417458e-05 
 7.24586517e-09  9.33171156e-05 
 8.89119910e-09  1.25267863e-04 
 1.21818670e-08  1.89168935e-04 
 1.87632027e-08  3.16968836e-04 
 3.19258741e-08  5.72559007e-04 
 5.82512170e-08  1.08370009e-03 
 1.10901903e-07  2.10582449e-03 
 2.16203274e-07  4.14944145e-03 
 4.26806017e-07  8.23414798e-03 
 5.00001000e-07  9.65299869e-03 
 5.00001100e-07  9.65300063e-03 
 5.00001300e-07  9.65300450e-03 
 5.00001700e-07  9.65301225e-03 
 5.00002000e-07  9.65301807e-03 
 5.00002080e-07  9.65301962e-03 
 5.00002240e-07  9.65302272e-03 
 5.00002560e-07  9.65302892e-03 
 5.00003200e-07  9.65304133e-03 
 5.00004480e-07  9.65306614e-03 
 5.00007040e-07  9.65311575e-03 
 5.00012160e-07  9.65321499e-03 
 5.00022400e-07  9.65341346e-03 
 5.00042880e-07  9.65381040e-03 
 5.00083840e-07  9.65460427e-03 
 5.00165760e-07  9.65619203e-03 
 5.00257007e-07  9.65796050e-03 
 5.00345929e-07  9.65968367e-03 
 5.00429661e-07  9.66130666e-03 
 5.00547204e-07  9.66358710e-03 
 5.00675065e-07  9.66607308e-03 
 5.00826779e-07  9.66903064e-03 
 5.00967987e-07  9.67176882e-03 
 5.01123828e-07  9.67478858e-03 
 5.01287921e-07  9.67796996e-03 
 5.01477076e-07  9.68163557e-03 
 5.01855385e-07  9.68896823e-03 
 5.02482581e-07  9.70112393e-03 
 5.03578133e-07  9.72235777e-03 
 5.05697271e-07  9.76342931e-03 
 5.09489077e-07  9.83691937e-03 
 5.17072688e-07  9.98389519e-03 
 5.32239912e-07  1.02778347e-02 
 5.62574358e-07  1.08656603e-02 
 6.23243252e-07  1.20411026e-02 
 7.44581039e-07  1.43911476e-02 
 9.87256612e-07  1.90878856e-02 
 1.00000000e-06  1.93343969e-02 
 1.00000010e-06  1.93343989e-02 
 1.00000030e-06  1.93344028e-02 
 1.00000070e-06  1.93344105e-02 
 1.00000100e-06  1.93344163e-02 
 1.00000108e-06  1.93344179e-02 
 1.00000124e-06  1.93344210e-02 
 1.00000156e-06  1.93344272e-02 
 1.00000220e-06  1.93344396e-02 
 1.00000348e-06  1.93344643e-02 
 1.00000604e-06  1.93345139e-02 
 1.00001116e-06  1.93346129e-02 
 1.00002140e-06  1.93348111e-02 
 1.00004188e-06  1.93352072e-02 
 1.00008013e-06  1.93359471e-02 
 1.00013758e-06  1.93370584e-02 
 1.00020298e-06  1.93383236e-02 
 1.00027173e-06  1.93396543e-02 
 1.00034442e-06  1.93410612e-02 
 1.00042707e-06  1.93426597e-02 
 1.00051861e-06  1.93444286e-02 
 1.00065311e-06  1.93470249e-02 
 1.00080213e-06  1.93498996e-02 
 1.00099548e-06  1.93536328e-02 
 1.00119464e-06  1.93574842e-02 
 1.00149191e-06  1.93632331e-02 
 1.00180105e-06  1.93692087e-02 
 1.00235788e-06  1.93799771e-02 
 1.00299085e-06  1.93922209e-02 
 1.00364129e-06  1.94048023e-02 
 1.00494216e-06  1.94299658e-02 
 1.00635939e-06  1.94573797e-02 
 1.00919386e-06  1.95122077e-02 
 1.01461676e-06  1.96171020e-02 
