,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.021510927455598006,0.03269015754015266
2,6,5,32.768,0.09023475162042616,0.1261043631283232
3,6,5,32.768,0.011904688152152494,0.022798736807112804
4,6,5,32.768,0.0,0.0
5,6,5,32.768,0.0,0.0
6,6,5,32.768,0.0,0.0
7,6,5,32.768,0.018573787981992263,0.03170907756463439
8,6,5,32.768,0.04094843586756398,0.07448236301299792
9,6,5,32.768,0.028033808160861765,0.04254315456098666
10,6,5,32.768,0.010496780458788305,0.0128
11,6,5,32.768,0.017329558563333344,0.03290091792032556
12,6,5,32.768,0.0,0.0
13,6,5,32.768,0.023239139398867594,0.04075322809299897
14,6,5,32.768,0.02351510153071851,0.04074317611576201
15,6,5,32.768,0.023133145052067608,0.03650104656033851
16,7,5,32.768,0.0,0.0
17,7,5,32.768,0.05809476396371707,0.12474090908759644
18,7,5,32.768,0.004995998398718718,0.011537764081484766
19,7,5,32.768,0.007878680092502805,0.0214089327151075
20,7,5,32.768,0.050164274140069055,0.09341095438972884
21,7,5,32.768,0.0039484680573609815,0.012553628957397141
22,7,5,32.768,0.0035516756608676985,0.012293998535871068
23,7,5,32.768,0.0073369203348544,0.018863721796082554
24,7,5,32.768,0.0,0.0
25,7,5,32.768,0.0,0.0
26,7,5,32.768,0.006102589614253936,0.017689951950189128
27,7,5,32.768,0.0024838679514016045,0.00448
28,7,5,32.768,0.0,0.0
29,7,5,32.768,0.006543882639534422,0.018928750619097927
30,7,5,32.768,0.007034088427081366,0.01846874115905034
31,7,5,32.768,0.006928203230275509,0.0192
32,0,5,32.768,0.0,0.0
33,0,5,32.768,26.835980718430992,21.748679747184656
34,0,5,32.768,21.25484612600148,18.08432519167912
35,0,5,32.768,19.85851519025529,16.365253650341018
36,0,5,32.768,0.0,0.0
37,0,5,32.768,0.0,0.0
38,0,5,32.768,0.0,0.0
39,0,5,32.768,34.924223702043825,27.23737466303241
40,0,5,32.768,0.0,0.0
41,0,5,32.768,0.0,0.0
42,0,5,32.768,59.3842056126846,44.0307348411266
43,0,5,32.768,35.76454686082294,29.14070598524339
44,0,5,32.768,0.0,0.0
45,0,5,32.768,0.0,0.0
46,0,5,32.768,1.1897804839549186,0.2099051214239424
47,0,5,32.768,46.20446295160674,37.34899111256421
48,0,5,32.768,0.0,0.0
49,0,5,32.768,15.688602374972728,13.254644810872904
50,0,5,32.768,12.344747898017197,10.303372403247394
51,0,5,32.768,12.842674718048418,10.8536289537463
52,0,5,32.768,0.0,0.0
53,0,5,32.768,381.14351360761526,119.2285021490147
54,0,5,32.768,18.82501948722497,16.02872836877586
55,0,5,32.768,17.512687382763385,14.524075579202966
56,0,5,32.768,36.50234115047417,28.627880340674892
57,0,5,32.768,31.46676357047226,26.155247214002777
58,0,5,32.768,0.48841687112547605,0.09878156913108842
59,0,5,32.768,21.160270591237722,18.010015457894532
60,0,5,32.768,0.0,0.0
61,0,5,32.768,35.07181313818834,28.943832968008923
62,0,5,32.768,29.889021680182168,25.57054197926982
63,0,5,32.768,24.96968096155015,21.171678969189006
