,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.0,0.0
2,6,5,32.768,0.07064249146229201,0.08940493051280786
3,6,5,32.768,0.00224,0.010012472222183691
4,6,5,32.768,0.0,0.0
5,6,5,32.768,0.0,0.0
6,6,5,32.768,0.0,0.0
7,6,5,32.768,0.02472245942457991,0.04090371132305723
8,6,5,32.768,0.0,0.0
9,6,5,32.768,0.0,0.0
10,6,5,32.768,0.005493851108284607,0.008164704526190766
11,6,5,32.768,0.027603593968901947,0.05469192262116957
12,6,5,32.768,0.0,0.0
13,6,5,32.768,0.0,0.0
14,6,5,32.768,0.0,0.0
15,6,5,32.768,0.0,0.0
16,7,5,32.768,0.017239211118841836,0.03570689569256896
17,7,5,32.768,0.08332371571167478,0.1989154594293767
18,7,5,32.768,0.020285797987754883,0.04257804128890855
19,7,5,32.768,0.008211601549028058,0.020698830884859177
20,7,5,32.768,0.0020411761315476916,0.013466640264000525
21,7,5,32.768,0.0033139704283532763,0.01408
22,7,5,32.768,0.00679952939548025,0.016454348969193525
23,7,5,32.768,0.009727157858285224,0.0246441554937474
24,7,5,32.768,0.2968177245381414,0.6835229962481145
25,7,5,32.768,0.0,0.0
26,7,5,32.768,0.012309346042743296,0.021634934712173273
27,7,5,32.768,0.0065969690009882575,0.018259638550639497
28,7,5,32.768,0.0,0.0
29,7,5,32.768,0.0068122243063481105,0.01972612480950072
30,7,5,32.768,0.19574512407720407,0.42290043083449325
31,7,5,32.768,0.012445079348883238,0.029010784201741257
32,0,5,32.768,7.909364333497352,2.899589836925216
33,0,5,32.768,45.42247352813802,36.10523374661352
34,0,5,32.768,38.00226661029577,31.74056441247383
35,0,5,32.768,32.81056275735605,27.282832952726892
36,0,5,32.768,0.0,0.0
37,0,5,32.768,0.0,0.0
38,0,5,32.768,51.70439548046181,41.01230857303207
39,0,5,32.768,50.493297748734925,41.77668363010161
40,0,5,32.768,0.0,0.0
41,0,5,32.768,0.0,0.0
42,0,5,32.768,59.98550658785504,48.85012476217435
43,0,5,32.768,57.54426197054229,48.93942770405065
44,0,5,32.768,0.0,0.0
45,0,5,32.768,3257.284442170135,157.76190307979934
46,0,5,32.768,86.05517797298195,71.31343089684017
47,0,5,32.768,70.47838061721907,58.71900012227729
48,0,5,32.768,26.960834919297294,21.722357603759313
49,0,5,32.768,27.9726063318812,23.36272864940224
50,0,5,32.768,25.651876526008774,21.385867662547614
51,0,5,32.768,18.12744947866633,14.839966157589444
52,0,5,32.768,0.0,0.0
53,0,5,32.768,0.0,0.0
54,0,5,32.768,34.07942768495974,27.378533325216676
55,0,5,32.768,24.054681974667634,20.4616796532836
56,0,5,32.768,53.19697247325265,45.76774098552823
57,0,5,32.768,46.757695766938724,39.233914936625936
58,0,5,32.768,39.09697977442247,33.14019127293022
59,0,5,32.768,31.800243748097273,26.858040651216537
60,0,5,32.768,0.0,0.0
61,0,5,32.768,0.0,0.017465669182713844
62,0,5,32.768,48.434186813927205,37.85157529509175
63,0,5,32.768,37.02349000997069,30.625129676133618
