,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.04645513965106551,0.06573955886678887
2,6,5,32.768,0.0,0.0
3,6,5,32.768,0.015976783155566703,0.024410358457015745
4,6,5,32.768,0.0310989131642892,0.04746367031741224
5,6,5,32.768,0.027439416903425627,0.04385751474947024
6,6,5,32.768,0.01994809264065114,0.037289269233923054
7,6,5,32.768,0.014632785107422304,0.02638787600395303
8,6,5,32.768,0.0,0.0
9,6,5,32.768,0.19540972340188192,0.32441419451065945
10,6,5,32.768,0.21398622759420757,0.27529282155552115
11,6,5,32.768,0.01967674769874331,0.035656673989591346
12,6,5,32.768,0.08568832826003783,0.12981867970365435
13,6,5,32.768,0.030557905687399453,0.051753013438832735
14,6,5,32.768,0.058807564139317994,0.0716428475145984
15,6,5,32.768,0.036624276102061044,0.05798626044159081
16,7,5,32.768,0.022025439836697927,0.03992184364480179
17,7,5,32.768,0.0036799999999999997,0.01573866576301816
18,7,5,32.768,0.00405640234690791,0.016250833824761116
19,7,5,32.768,0.00928654941299512,0.025381063807492388
20,7,5,32.768,0.0021150886506243654,0.01039876915793403
21,7,5,32.768,0.0,0.0
22,7,5,32.768,0.0,0.0
23,7,5,32.768,0.0,0.0
24,7,5,32.768,0.061598701285010875,0.1117065870931522
25,7,5,32.768,0.0,0.0
26,7,5,32.768,0.006501199889251214,0.01777080752245097
27,7,5,32.768,0.005704173910392283,0.01780534751135175
28,7,5,32.768,0.0,0.0
29,7,5,32.768,0.005878775382679627,0.014509803582405934
30,7,5,32.768,0.004156152066515373,0.015676734353812338
31,7,5,32.768,0.01093252029497316,0.019398969044771428
32,0,5,32.768,30.22983281525718,24.67931892687479
33,0,5,32.768,0.0,0.0
34,0,5,32.768,25.750649978157835,20.723068093465315
35,0,5,32.768,21.02693678118617,17.682694093378416
36,0,5,32.768,0.0,0.0
37,0,5,32.768,0.0,0.0
38,0,5,32.768,0.0,0.0
39,0,5,32.768,29.65913253528498,23.34662231522153
40,0,5,32.768,0.0,0.0
41,0,5,32.768,48.61648651025288,39.995657465399916
42,0,5,32.768,345.4817443285269,167.37936612969236
43,0,5,32.768,0.0,0.0
44,0,5,32.768,0.0,0.0
45,0,5,32.768,64.20231426129124,48.511832707890974
46,0,5,32.768,0.0,0.0
47,0,5,32.768,48.438047848624116,37.62729826954894
48,0,5,32.768,19.026931297127238,15.494380503911731
49,0,5,32.768,0.0,0.0
50,0,5,32.768,12.476417848982136,10.697783670574013
51,0,5,32.768,12.982430146378604,11.104397876445171
52,0,5,32.768,0.0,0.0
53,0,5,32.768,22.406774344773503,18.310214942091754
54,0,5,32.768,0.0,0.0
55,0,5,32.768,17.703876149589387,14.808892000362487
56,0,5,32.768,0.0,0.0
57,0,5,32.768,34.7065173659588,26.513090596277156
58,0,5,32.768,0.0,0.0
59,0,5,32.768,23.736850106246195,19.79836786808448
60,0,5,32.768,0.0,0.0
61,0,5,32.768,33.59671904133498,28.287802748633556
62,0,5,32.768,30.662388645374644,25.438338721103626
63,0,5,32.768,30.417757548800342,26.013944461968855
