,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.023772252732965803,0.040389780885763664
2,6,5,32.768,0.003487119154832539,0.0096
3,6,5,32.768,0.014356378373392084,0.0234802384996405
4,6,5,32.768,0.0,0.0
5,6,5,32.768,0.007018147903827619,0.013856406460551017
6,6,5,32.768,0.0,0.0
7,6,5,32.768,0.017121495261804676,0.03021586338332896
8,6,5,32.768,0.4606347203587676,0.6137743481117469
9,6,5,32.768,0.004082352263095383,0.01684489240096238
10,6,5,32.768,0.00457890816680134,0.012020249581435487
11,6,5,32.768,0.0,0.0
12,6,5,32.768,0.03438474080169865,0.06264485294100386
13,6,5,32.768,0.0,0.0
14,6,5,32.768,0.06512982726831079,0.11259271734885877
15,6,5,32.768,0.02834258986049087,0.04266813330812587
16,7,5,32.768,0.0,0.0
17,7,5,32.768,0.0,0.0
18,7,5,32.768,0.0041868365146014485,0.01457669372663088
19,7,5,32.768,0.006702357794090077,0.021759999999999998
20,7,5,32.768,0.09247197196988932,0.18726836358552398
21,7,5,32.768,0.0,0.0
22,7,5,32.768,0.0027758962516635957,0.02197540443313843
23,7,5,32.768,0.007614302331796394,0.02092271492899523
24,7,5,32.768,0.0,0.0
25,7,5,32.768,0.04321621917752639,0.08126929063305526
26,7,5,32.768,0.012617448236470003,0.03497235479632448
27,7,5,32.768,0.006077367851298784,0.014817071235571489
28,7,5,32.768,0.0,0.0
29,7,5,32.768,0.006788225099390856,0.02144477558754113
30,7,5,32.768,0.00664096378547572,0.019580234932196294
31,7,5,32.768,0.00992902814982413,0.026532998322843206
32,0,5,32.768,0.0,0.0
33,0,5,32.768,0.0,0.0
34,0,5,32.768,0.0,0.0
35,0,5,32.768,23.546826005591498,17.601844371724233
36,0,5,32.768,0.0,0.0
37,0,5,32.768,0.0,0.0
38,0,5,32.768,0.0,0.0
39,0,5,32.768,33.69248824093584,27.135483421498137
40,0,5,32.768,193.30607863905783,104.03510918958851
41,0,5,32.768,0.5344456028446675,0.10313933100422942
42,0,5,32.768,0.0,0.0
43,0,5,32.768,40.23277495503386,31.06534826268007
44,0,5,32.768,0.0,0.0
45,0,5,32.768,0.0,0.0
46,0,5,32.768,0.0,0.0
47,0,5,32.768,0.0,0.0
48,0,5,32.768,0.0,0.0
49,0,5,32.768,0.0,0.0
50,0,5,32.768,14.305287329990968,12.232840932767825
51,0,5,32.768,11.798702012950407,8.210828711792738
52,0,5,32.768,0.0,0.0
53,0,5,32.768,23.044268546812244,18.807213935083528
54,0,5,32.768,19.86759511630937,16.514136618352172
55,0,5,32.768,15.861941793664483,13.448577419132478
56,0,5,32.768,0.0,0.0
57,0,5,32.768,32.515008969422105,25.122391062763114
58,0,5,32.768,25.457603843378507,21.81682574161512
59,0,5,32.768,21.97975151728518,18.613668546055077
60,0,5,32.768,44.57233224939435,37.03424735492271
61,0,5,32.768,0.0,0.0
62,0,5,32.768,33.19979662434094,26.950239323197117
63,0,5,32.768,27.366175370453217,23.349823753887307
