sample_id,component_name,success,drc_pass,lvs_pass,execution_time,parameters,output_directory,pex_status,total_resistance_ohms,total_capacitance_farads,area_um2,symmetry_horizontal,symmetry_vertical
1,diff_pair_sample_0001,False,True,False,11.38732123374939,"{'width': 12.47328214280731, 'length': 2.726422398892753, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0001,PEX Complete,231818.09330499812,2.452137259999964e-13,2968.573499999955,1.0,0.9871400859705847
2,diff_pair_sample_0002,False,True,False,13.781893491744995,"{'width': 18.18153185586763, 'length': 1.624341740604512, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0002,PEX Complete,429493.9970600082,2.846867349999929e-13,3131.448299999937,1.0,0.9902538387748567
3,diff_pair_sample_0003,True,True,True,11.695502996444702,"{'width': 9.49064641206455, 'length': 1.6066354744145548, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0003,PEX Complete,356856.08003180596,1.4937497500000052e-13,2918.384699999928,1.0,0.9849633257740142
4,diff_pair_sample_0004,False,True,False,15.014824867248535,"{'width': 16.178420986561772, 'length': 3.6090409180137133, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0004,PEX Complete,465829.43637271266,2.5270176899999937e-13,5941.405700000257,1.0,0.9902360480113321
5,diff_pair_sample_0005,False,True,False,7.3469929695129395,"{'width': 1.8419454356460148, 'length': 3.460036674521723, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0005,PEX Complete,242778.27640599845,2.1473185700000545e-13,1852.923699999989,1.0,0.9623438353128084
6,diff_pair_sample_0006,True,True,True,14.276268243789673,"{'width': 18.490149688070815, 'length': 3.525323308218296, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0006,PEX Complete,407587.02073599986,1.51016156e-13,4796.7253,1.0,0.9908805284305107
7,diff_pair_sample_0007,True,True,True,17.26917052268982,"{'width': 18.324691461199127, 'length': 0.9417679821049486, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0007,PEX Complete,440540.09949980595,2.1683459500000248e-13,3851.385899999771,1.0,0.9909913987066312
8,diff_pair_sample_0008,False,True,False,15.074241399765015,"{'width': 13.571029679512701, 'length': 2.942902850511738, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0008,PEX Complete,433803.5893520102,2.869783420000013e-13,5645.5883000002195,1.0,0.9889231030183342
9,diff_pair_sample_0009,True,True,True,13.182835578918457,"{'width': 10.52565866480733, 'length': 0.4193635019799994, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0009,PEX Complete,276524.77263649856,1.5792875099999997e-13,2126.8019000000177,1.0,0.985928167545835
10,diff_pair_sample_0010,True,True,True,10.67893648147583,"{'width': 5.203533995636747, 'length': 1.8319544955907665, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0010,PEX Complete,390380.39239580516,1.6020521200000016e-13,2845.311199999943,1.0,0.9781438318592353
11,diff_pair_sample_0011,False,True,False,6.2310051918029785,"{'width': 1.477620716149075, 'length': 1.2914083750126109, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0011,PEX Complete,143422.54985099903,1.146015219999992e-13,934.6205999999974,1.0,0.9576645325386578
12,diff_pair_sample_0012,False,True,False,18.809858322143555,"{'width': 18.537817438069055, 'length': 2.984256379823839, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0012,PEX Complete,357471.1793600105,3.4501108399998025e-13,7409.2811000005,1.0,0.9914846799374375
13,diff_pair_sample_0013,True,True,True,9.065109252929688,"{'width': 7.229900845448368, 'length': 3.914028133874872, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0013,PEX Complete,327841.1995760037,8.316662999999993e-14,2446.4181999999987,1.0,0.9810097881057294
14,diff_pair_sample_0014,False,True,False,9.978671312332153,"{'width': 4.080777189126291, 'length': 2.4406563086120663, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0014,PEX Complete,267174.6159369981,3.1391804700000557e-13,2977.542899999941,1.0,0.9748368361040234
15,diff_pair_sample_0015,True,True,True,14.974584579467773,"{'width': 16.4233285305026, 'length': 1.5024557008500092, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0015,PEX Complete,353565.1674691003,1.5943979600000004e-13,3581.5330999998478,1.0,0.9899239797616274
16,diff_pair_sample_0016,False,True,False,18.261046648025513,"{'width': 14.911098409977665, 'length': 2.954152826405627, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0016,PEX Complete,493965.33186071285,3.4645210099999306e-13,7381.291500000469,1.0,0.9899578549363623
17,diff_pair_sample_0017,True,True,True,15.049195766448975,"{'width': 10.961470225286838, 'length': 0.5320687389620921, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0017,PEX Complete,306355.70397879626,1.9676293500000002e-13,2667.742999999926,1.0,0.9868639520373585
18,diff_pair_sample_0018,True,True,True,21.64211392402649,"{'width': 17.18907981204451, 'length': 2.684178075148625, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0018,PEX Complete,578723.8650830187,3.593828780000009e-13,9085.676900000297,1.0,0.9912020204020244
19,diff_pair_sample_0019,True,True,True,12.032332420349121,"{'width': 10.172759183692198, 'length': 3.0920936311300165, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0019,PEX Complete,401409.65749870014,1.3952136399999947e-13,3681.1000999999087,1.0,0.9856871047869626
20,diff_pair_sample_0020,False,True,False,6.940913677215576,"{'width': 2.1983751487186156, 'length': 2.582622897844707, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0020,PEX Complete,166378.4930506987,1.390236559999975e-13,1299.426099999984,1.0,0.9635509860853183
21,diff_pair_sample_0021,False,True,False,13.202567338943481,"{'width': 13.679430854212216, 'length': 0.7471078827473209, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0021,PEX Complete,221065.32521009835,2.375293440000046e-13,2317.605099999978,1.0,0.9878524602832466
22,diff_pair_sample_0022,False,True,False,13.23805022239685,"{'width': 10.513247128061643, 'length': 3.682776326905933, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0022,PEX Complete,311679.77605900395,2.740568069999823e-13,5404.838900000062,1.0,0.9865238536526965
23,diff_pair_sample_0023,True,True,True,13.502226114273071,"{'width': 8.789317185484885, 'length': 1.4594175873464652, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0023,PEX Complete,400343.7928888013,1.9692701799999929e-13,3554.930399999849,1.0,0.9847386041650766
24,diff_pair_sample_0024,False,True,False,16.27612066268921,"{'width': 12.715802317560506, 'length': 2.887161075999927, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0024,PEX Complete,452114.9190037088,3.1462785199999783e-13,6365.638700000359,1.0,0.988546946593121
25,diff_pair_sample_0025,True,True,True,9.03719449043274,"{'width': 5.183439632040271, 'length': 0.988145529410058, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0025,PEX Complete,253369.96012300003,9.617997799999994e-14,1512.1390999999899,1.0,0.9766870653632327
26,diff_pair_sample_0026,True,True,True,9.896044492721558,"{'width': 7.832000994473187, 'length': 1.4654009195896993, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0026,PEX Complete,291320.1700480982,9.953285400000053e-14,1979.1390999999967,1.0,0.981977012126131
27,diff_pair_sample_0027,True,True,True,18.553669929504395,"{'width': 17.044808319243728, 'length': 0.5399946245567337, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0027,PEX Complete,356141.9304524993,2.289766799999999e-13,3406.4330999997806,1.0,0.9906013125577009
28,diff_pair_sample_0028,True,True,True,12.25464677810669,"{'width': 9.960694041731548, 'length': 0.8220801073503141, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0028,PEX Complete,311051.4556409992,1.3706476e-13,2223.115900000014,1.0,0.9851446341596496
29,diff_pair_sample_0029,True,True,True,11.297140121459961,"{'width': 6.366695079098335, 'length': 3.014894636886434, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0029,PEX Complete,443416.681114704,1.7675397600000037e-13,3911.531299999898,1.0,0.9807829736655815
30,diff_pair_sample_0030,True,True,True,16.227827787399292,"{'width': 18.860985532520285, 'length': 0.8128105884538259, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0030,PEX Complete,417918.9640060947,1.6423694900000104e-13,3124.0934999998926,1.0,0.9907544380473885
31,diff_pair_sample_0031,False,True,False,14.525490760803223,"{'width': 10.426925634580604, 'length': 3.363742377559083, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0031,PEX Complete,338375.0000727093,3.063484050000018e-13,6080.306900000259,1.0,0.9866358719491616
32,diff_pair_sample_0032,True,True,True,7.2302117347717285,"{'width': 1.967209942179787, 'length': 1.714030419110527, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0032,PEX Complete,297007.60743349907,8.770890800000004e-14,1423.7510999999802,1.0,0.9630918634584369
33,diff_pair_sample_0033,True,True,True,7.819149971008301,"{'width': 2.41062388486666, 'length': 1.3273437329485926, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0033,PEX Complete,299939.34000779793,1.0655937799999995e-13,1537.3868999999834,1.0,0.966476363236866
34,diff_pair_sample_0034,True,True,True,21.828254461288452,"{'width': 17.903108589091925, 'length': 2.0486832178458108, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0034,PEX Complete,524083.6262898035,3.4325125100000046e-13,7797.962900000889,1.0,0.9914628473033653
35,diff_pair_sample_0035,True,True,True,7.506850242614746,"{'width': 1.5938328067921808, 'length': 2.7178714655841416, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0035,PEX Complete,375176.0001057029,1.0796108800000012e-13,1781.2528999999804,1.0,0.96073101130109
36,diff_pair_sample_0036,True,True,True,7.677408695220947,"{'width': 4.343508666044455, 'length': 1.3918206470675891, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0036,PEX Complete,223665.21763109913,6.064837800000001e-14,1315.6586999999906,1.0,0.9734435686093967
37,diff_pair_sample_0037,False,True,False,19.364229202270508,"{'width': 15.050754800039595, 'length': 2.0146107405441214, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0037,PEX Complete,341670.1825330096,3.724485460000087e-13,6669.22860000048,1.0,0.990111899897989
38,diff_pair_sample_0038,False,True,False,14.222599029541016,"{'width': 13.055201720298369, 'length': 0.9215370400087308, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0038,PEX Complete,235368.5898397981,2.894136500000132e-13,2875.620899999902,1.0,0.9880313848045822
39,diff_pair_sample_0039,False,True,False,23.041033267974854,"{'width': 19.379319400957527, 'length': 1.5516953452323898, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0039,PEX Complete,357042.0136608101,4.159791489999997e-13,7030.560600000556,1.0,0.9919862436005465
40,diff_pair_sample_0040,True,True,True,6.2726404666900635,"{'width': 1.9022988183496363, 'length': 2.2850733288305225, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0040,PEX Complete,203106.97693599956,4.686303399999999e-14,868.8420999999992,1.0,0.9595862125005222
41,diff_pair_sample_0041,False,True,False,16.456459522247314,"{'width': 18.73613660331312, 'length': 1.9030196725463642, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0041,PEX Complete,468806.72826471354,2.3386395400000904e-13,4526.57989999993,1.0,0.9911050725073911
42,diff_pair_sample_0042,True,True,True,13.512470960617065,"{'width': 12.147848112499451, 'length': 0.5859761968101974, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0042,PEX Complete,331583.47706479864,1.5269092800000052e-13,2301.7238999999668,1.0,0.9871034054084418
43,diff_pair_sample_0043,False,True,False,10.07791543006897,"{'width': 9.686420619207716, 'length': 1.0524185087422298, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0043,PEX Complete,177506.1216303986,1.5308479199999542e-13,1597.0129999999883,1.0,0.9833737107963428
44,diff_pair_sample_0044,False,True,False,22.182690382003784,"{'width': 19.53717444036854, 'length': 0.16184542925751785, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0044,PEX Complete,511784.6734510103,4.862194480000027e-13,3314.11209999975,1.0,0.9917570682053869
45,diff_pair_sample_0045,True,True,True,11.268017292022705,"{'width': 12.06825288906047, 'length': 2.578706098675473, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0045,PEX Complete,353846.8511720043,1.0930261200000039e-13,2797.4727999999554,1.0,0.9867267342152529
46,diff_pair_sample_0046,True,True,True,13.669864654541016,"{'width': 13.953349952220606, 'length': 0.9677050925310838, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0046,PEX Complete,353407.3667567015,1.3367484400000054e-13,2580.8072999999736,1.0,0.9882013662934074
47,diff_pair_sample_0047,True,True,True,9.812058925628662,"{'width': 7.081833307014615, 'length': 3.090157260155294, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0047,PEX Complete,333444.60678770154,1.1765316299999998e-13,2821.325099999964,1.0,0.9813253708337261
48,diff_pair_sample_0048,False,True,False,14.355761528015137,"{'width': 14.395900285700899, 'length': 2.7195963400091627, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0048,PEX Complete,278348.34587769903,2.1456516200000034e-13,4468.049699999861,1.0,0.9890959135929035
49,diff_pair_sample_0049,True,True,True,11.34061884880066,"{'width': 12.694413696719003, 'length': 1.6042569710059074, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0049,PEX Complete,332852.32728000026,1.0371917599999945e-13,2309.6754999999885,1.0,0.9868464639296731
50,diff_pair_sample_0050,True,True,True,14.509913206100464,"{'width': 15.71955493606036, 'length': 2.0964703855508247, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0050,PEX Complete,372892.3750867012,1.6415212500000003e-13,4110.073499999862,1.0,0.989721059732873
51,diff_pair_sample_0051,True,True,True,17.323153734207153,"{'width': 16.155157042517335, 'length': 2.646725626408238, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0051,PEX Complete,517416.04518600664,2.3502598400000204e-13,6064.431700000329,1.0,0.9903767404949095
52,diff_pair_sample_0052,False,True,False,5.682331562042236,"{'width': 1.1904530754175218, 'length': 1.9659825949706728, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0052,PEX Complete,119405.02247699909,8.84703969999987e-14,694.1327000000022,1.0,0.9526228918476253
53,diff_pair_sample_0053,False,True,False,11.363697528839111,"{'width': 8.649063531873704, 'length': 0.924883318206521, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0053,PEX Complete,272269.92670780077,2.2230399600000084e-13,2086.7267000000106,1.0,0.9835066086996443
54,diff_pair_sample_0054,True,True,True,7.982060194015503,"{'width': 2.488465250393442, 'length': 1.3792788166593868, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0054,PEX Complete,305679.9662998026,1.0889271499999969e-13,1591.3559999999795,1.0,0.9669572364700288
55,diff_pair_sample_0055,False,True,False,5.9658918380737305,"{'width': 2.134789097910004, 'length': 1.258152767096281, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0055,PEX Complete,113238.52958299906,8.200472100000008e-14,705.4006000000023,1.0,0.9603850634660647
56,diff_pair_sample_0056,True,True,True,9.161821365356445,"{'width': 6.691729090193469, 'length': 1.636094945025299, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0056,PEX Complete,282831.3880320958,9.430999099999992e-14,1867.155299999988,1.0,0.9799455353285288
57,diff_pair_sample_0057,False,True,False,11.510822057723999,"{'width': 8.394185469905034, 'length': 2.422400002588652, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0057,PEX Complete,245188.7857469982,1.9884425999999937e-13,3411.379099999907,1.0,0.9837903679482584
58,diff_pair_sample_0058,True,True,True,14.274373769760132,"{'width': 12.501418294851492, 'length': 1.44005668611458, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0058,PEX Complete,342677.3386717993,1.7438310199999992e-13,3421.90449999987,1.0,0.9878267789179968
59,diff_pair_sample_0059,False,True,False,6.3855390548706055,"{'width': 2.7559493717601184, 'length': 2.505516704233105, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0059,PEX Complete,140928.33982199905,1.1284664900000171e-13,1065.4848999999922,1.0,0.965607771635243
60,diff_pair_sample_0060,True,True,True,15.99674367904663,"{'width': 13.722818992069103, 'length': 3.9622971449796087, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0060,PEX Complete,518320.8832380011,2.3779254699999964e-13,7062.006900000292,1.0,0.989134250208677
61,diff_pair_sample_0061,False,True,False,14.488565683364868,"{'width': 19.712005605336778, 'length': 0.4972489392133411, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0061,PEX Complete,443009.2524744094,2.369705480000118e-13,2336.008599999977,1.0,0.9903019192651944
62,diff_pair_sample_0062,False,True,False,11.374904870986938,"{'width': 6.024085186520985, 'length': 3.586305078612024, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0062,PEX Complete,361621.3699907082,2.5633725799999225e-13,4286.538099999916,1.0,0.9801504155532873
63,diff_pair_sample_0063,False,True,False,20.78503441810608,"{'width': 16.153715846449828, 'length': 1.930637852969949, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0063,PEX Complete,496328.6343848183,3.8572307100000306e-13,6889.387600000483,1.0,0.9906703463744737
64,diff_pair_sample_0064,True,True,True,7.476213216781616,"{'width': 1.3414265035330615, 'length': 2.43830198992937, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0064,PEX Complete,399486.443470007,1.2634791199999973e-13,1811.1807999999824,1.0,0.9587475750626328
65,diff_pair_sample_0065,True,True,True,17.742203950881958,"{'width': 11.310546467849672, 'length': 3.8383264268872868, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0065,PEX Complete,675223.0186600013,3.132829980000026e-13,8423.713200000353,1.0,0.9876601211921607
66,diff_pair_sample_0066,True,True,True,409.5757131576538,"{'width': 18.058985242840848, 'length': 1.4848268264134719, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0066,PEX Complete,436292.71904310596,1.7014293500000043e-13,3853.85269999983,1.0,0.990690147550268
67,diff_pair_sample_0067,False,True,False,15.70427918434143,"{'width': 13.157871837653248, 'length': 0.5449525284736338, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0067,PEX Complete,237826.00961149827,3.056022759999995e-13,2757.4590999998854,1.0,0.9883262094440489
68,diff_pair_sample_0068,False,True,False,18.37059473991394,"{'width': 17.458598415508952, 'length': 2.6053956694980753, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0068,PEX Complete,494278.5983380116,3.1664105399999634e-13,6413.754300000387,1.0,0.9909876809593413
69,diff_pair_sample_0069,False,True,False,8.0702486038208,"{'width': 3.858782275189884, 'length': 1.6932461843154276, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0069,PEX Complete,212462.29461079885,1.7914518899999738e-13,1654.410199999985,1.0,0.9727180115306346
70,diff_pair_sample_0070,False,True,False,6.363564968109131,"{'width': 0.6106870350381219, 'length': 2.419184160833499, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0070,PEX Complete,188480.16527699877,1.440546189999955e-13,1084.2513999999883,1.0,0.9491280343285694
71,diff_pair_sample_0071,True,True,True,7.798955202102661,"{'width': 4.1563945347492535, 'length': 1.3745337655954086, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0071,PEX Complete,220140.91619609928,5.967544100000004e-14,1271.466099999993,1.0,0.9726847613160899
