sample_id,component_name,success,drc_pass,lvs_pass,execution_time,parameters,output_directory,pex_status,total_resistance_ohms,total_capacitance_farads,area_um2,symmetry_horizontal,symmetry_vertical
804,diff_pair_sample_0804,False,True,False,16.16687822341919,"{'width': 12.28705104540016, 'length': 1.5974618328996764, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0804,PEX Complete,272612.31238949904,2.5267954100000224e-13,4214.854699999847,1.0,0.988028057052595
805,diff_pair_sample_0805,True,True,True,7.703630447387695,"{'width': 0.7878421319594162, 'length': 3.5563248972033423, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0805,PEX Complete,443615.92054270516,1.2629451999999975e-13,1786.394299999983,1.0,0.9526621866180379
806,diff_pair_sample_0806,True,True,True,10.245723247528076,"{'width': 8.633092123542427, 'length': 3.3695073357317873, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0806,PEX Complete,333103.8875930028,9.730922299999999e-14,2530.060099999992,1.0,0.9831505978850067
807,diff_pair_sample_0807,False,True,False,25.454394102096558,"{'width': 19.406638298781683, 'length': 3.1008574864695766, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0807,PEX Complete,615437.8775990155,5.028203410000094e-13,11218.288299999425,1.0,0.9920928043897744
808,diff_pair_sample_0808,False,True,False,14.141343593597412,"{'width': 12.743452803929957, 'length': 3.099072034168091, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0808,PEX Complete,388511.9511717071,2.0807225499999967e-13,4401.596499999881,1.0,0.9880299795767282
809,diff_pair_sample_0809,False,True,False,13.715909004211426,"{'width': 15.330786687430267, 'length': 3.008472780920047, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0809,PEX Complete,401755.84862700856,1.8672832799999712e-13,3714.5628999999085,1.0,0.9891980830369029
810,diff_pair_sample_0810,False,True,False,14.125699996948242,"{'width': 6.9025641574651, 'length': 3.9058062330039816, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0810,PEX Complete,377737.3106860104,3.400209179999965e-13,5908.372900000224,1.0,0.9821593521966097
811,diff_pair_sample_0811,False,True,False,12.107927083969116,"{'width': 9.077746687534825, 'length': 1.0728900992369026, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0811,PEX Complete,200973.36385399837,2.3752133699999703e-13,2307.2743999999775,1.0,0.9841782147801751
812,diff_pair_sample_0812,False,True,False,22.674675941467285,"{'width': 19.02705897535518, 'length': 2.8833095490447005, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0812,PEX Complete,566480.2832287299,4.014552920000136e-13,8917.641300000512,1.0,0.9918245197864153
813,diff_pair_sample_0813,True,True,True,7.848632097244263,"{'width': 3.160718291250945, 'length': 3.7203465323153195, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0813,PEX Complete,338298.70607370336,9.167400499999982e-14,1962.3724999999956,1.0,0.969799617554771
814,diff_pair_sample_0814,True,True,True,20.809786558151245,"{'width': 19.660141615242264, 'length': 3.1290683221006494, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0814,PEX Complete,599271.4823680217,2.793518949999995e-13,8047.69770000068,1.0,0.9919180363844936
815,diff_pair_sample_0815,False,True,False,18.616766452789307,"{'width': 15.78371546186987, 'length': 3.6911229512057653, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0815,PEX Complete,359184.1573620106,3.351584699999981e-13,7529.704000000491,1.0,0.9903083042839407
816,diff_pair_sample_0816,True,True,True,23.005489349365234,"{'width': 18.878972981689603, 'length': 3.901906674717449, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0816,PEX Complete,712882.8034816951,3.48006650999999e-13,11097.454299999616,1.0,0.9918310994981973
817,diff_pair_sample_0817,False,True,False,9.644012212753296,"{'width': 2.2588755987988467, 'length': 3.8252733069306197, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0817,PEX Complete,333649.62429300894,2.5872621499999794e-13,3077.57549999997,1.0,0.9662920373521297
818,diff_pair_sample_0818,True,True,True,17.21385383605957,"{'width': 18.776017638975027, 'length': 0.6774246681971341, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0818,PEX Complete,413393.6043730961,1.614546270000013e-13,2931.2700999998956,1.0,0.990644874383974
819,diff_pair_sample_0819,False,True,False,10.630580186843872,"{'width': 6.778963660631468, 'length': 1.0677472856523642, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0819,PEX Complete,238279.12803599855,1.9756424299999812e-13,1860.7222999999954,1.0,0.980455976692492
820,diff_pair_sample_0820,False,True,False,22.043333768844604,"{'width': 16.389836347807446, 'length': 2.270216784056519, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0820,PEX Complete,369891.093371012,4.101545090000098e-13,7772.251000000821,1.0,0.9908167144885063
821,diff_pair_sample_0821,False,True,False,7.34104585647583,"{'width': 1.9218254576693032, 'length': 0.6460130645610195, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0821,PEX Complete,158633.54433279886,1.224512980000011e-13,990.2083000000002,1.0,0.9622903585033573
822,diff_pair_sample_0822,False,True,False,10.313694953918457,"{'width': 9.703260826438319, 'length': 2.619987685825229, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0822,PEX Complete,203561.98363199842,2.0931132299999716e-13,2385.8209999999935,1.0,0.9843198630576225
823,diff_pair_sample_0823,False,True,False,6.545511484146118,"{'width': 1.3538251012113065, 'length': 1.7125357009859543, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0823,PEX Complete,159398.48508179895,1.2836022000000213e-13,1059.6529999999916,1.0,0.9571425740313099
824,diff_pair_sample_0824,True,True,True,16.821065664291382,"{'width': 12.565197844835328, 'length': 2.3342417595981337, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0824,PEX Complete,448270.1392187051,2.3019142400000025e-13,5443.913300000078,1.0,0.9883657221359496
825,diff_pair_sample_0825,False,True,False,9.399307489395142,"{'width': 2.7868342803432697, 'length': 2.081838625372022, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0825,PEX Complete,236463.43544699845,2.459686249999935e-13,2178.3611000000037,1.0,0.9690558190742573
826,diff_pair_sample_0826,False,True,False,8.709617614746094,"{'width': 6.520451332213266, 'length': 2.2776081014357215, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0826,PEX Complete,228774.48696199863,1.4875662399999646e-13,1666.0739999999853,1.0,0.9789663604377715
827,diff_pair_sample_0827,True,True,True,14.816352844238281,"{'width': 9.38057377620706, 'length': 2.872516724072324, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0827,PEX Complete,495066.7131827047,2.0727045599999975e-13,4999.62990000004,1.0,0.985452523195767
828,diff_pair_sample_0828,False,True,False,9.912818670272827,"{'width': 8.311442184345545, 'length': 2.223862286653942, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0828,PEX Complete,184846.15543199854,1.7157786500000087e-13,1951.8082999999933,1.0,0.9822238690141853
829,diff_pair_sample_0829,False,True,False,7.34855318069458,"{'width': 4.321732530692421, 'length': 1.266827953586413, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0829,PEX Complete,132367.54021799893,1.0086375499999975e-13,995.4012999999952,1.0,0.9718565768399136
830,diff_pair_sample_0830,False,True,False,19.5938720703125,"{'width': 17.861508717554543, 'length': 2.5048415557095707, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0830,PEX Complete,333885.46040500776,3.1870519499998357e-13,6377.309100000399,1.0,0.9911544510207296
831,diff_pair_sample_0831,False,True,False,19.061988830566406,"{'width': 16.011578966322297, 'length': 0.7282716034386826, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0831,PEX Complete,416381.5792915066,2.645914469999935e-13,3589.438899999757,1.0,0.9901594647564547
832,diff_pair_sample_0832,False,True,False,13.228341579437256,"{'width': 15.181518526196472, 'length': 0.48321550144684355, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0832,PEX Complete,222062.9067413983,1.9153689599999481e-13,1870.7204999999958,1.0,0.9879270045952883
833,diff_pair_sample_0833,True,True,True,23.15921664237976,"{'width': 18.36506154778295, 'length': 0.3107353672709995, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0833,PEX Complete,381811.2321987989,3.0152427399999994e-13,3526.723799999698,1.0,0.9913659243743435
834,diff_pair_sample_0834,False,True,False,14.660088300704956,"{'width': 9.103309208497672, 'length': 3.988818613658235, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0834,PEX Complete,355196.55609071004,3.154192799999986e-13,6232.335300000278,1.0,0.9852308973170947
835,diff_pair_sample_0835,True,True,True,7.376060247421265,"{'width': 2.0052858601229575, 'length': 3.8783668996516623, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0835,PEX Complete,328301.0204497057,8.34208909999999e-14,1635.000499999978,1.0,0.9627948737630351
836,diff_pair_sample_0836,True,True,True,11.788458585739136,"{'width': 8.578353830855333, 'length': 0.6384817621847122, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0836,PEX Complete,281241.07588680007,1.2081157500000055e-13,1805.8241999999964,1.0,0.9831764354470385
837,diff_pair_sample_0837,False,True,False,11.213229894638062,"{'width': 5.594267025426576, 'length': 2.7826978171970733, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0837,PEX Complete,267013.58652269805,2.1373781099999753e-13,3395.3412999999123,1.0,0.9790401041568334
838,diff_pair_sample_0838,True,True,True,10.384284496307373,"{'width': 4.142374251159377, 'length': 2.945659294935, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0838,PEX Complete,415544.6704667039,1.4944568899999995e-13,2938.2174999999525,1.0,0.9748316794110711
839,diff_pair_sample_0839,True,True,True,23.531623601913452,"{'width': 18.345442604537748, 'length': 1.5093896068990833, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0839,PEX Complete,542053.2756488075,3.297135219999936e-13,6575.118100000576,1.0,0.9915899305291573
840,diff_pair_sample_0840,True,True,True,18.691936492919922,"{'width': 19.914669320163526, 'length': 2.8545662711801225, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0840,PEX Complete,451822.22932570084,2.048421289999999e-13,6071.7045000003145,1.0,0.991735170906292
841,diff_pair_sample_0841,True,True,True,7.156747341156006,"{'width': 2.561098314948652, 'length': 3.874189473397858, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0841,PEX Complete,265924.18229999964,6.085838799999999e-14,1327.6425999999851,1.0,0.9652168437499666
842,diff_pair_sample_0842,False,True,False,7.642223119735718,"{'width': 1.033548677331594, 'length': 2.8893009770706746, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0842,PEX Complete,237804.0412706978,2.1164849300000106e-13,1630.1980999999666,1.0,0.9552778278909775
843,diff_pair_sample_0843,False,True,False,13.151124000549316,"{'width': 9.761223357740187, 'length': 1.5247957759233088, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0843,PEX Complete,226592.18886079823,2.7500995099999863e-13,2900.692099999922,1.0,0.9852555188466914
844,diff_pair_sample_0844,False,True,False,19.80309510231018,"{'width': 17.882052188182715, 'length': 3.7764748243606503, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0844,PEX Complete,380688.96958401124,3.621921160000009e-13,8502.174000000368,1.0,0.9912858523008354
845,diff_pair_sample_0845,True,True,True,18.40177631378174,"{'width': 13.071188019549092, 'length': 3.301877143291912, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0845,PEX Complete,532663.452814708,2.6474608000000076e-13,7188.914300000319,1.0,0.9888419868908443
846,diff_pair_sample_0846,True,True,True,6.975482225418091,"{'width': 1.379808676700958, 'length': 1.6431301989228684, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0846,PEX Complete,279211.1664034971,8.105564400000009e-14,1221.4346999999868,1.0,0.9579756494555128
847,diff_pair_sample_0847,True,True,True,20.02745509147644,"{'width': 14.537327145253974, 'length': 0.9034524364510265, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0847,PEX Complete,378136.2954297993,2.552205069999999e-13,4135.524899999742,1.0,0.9896580963640184
848,diff_pair_sample_0848,False,True,False,9.604398727416992,"{'width': 9.083488638264095, 'length': 0.16385338976543035, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0848,PEX Complete,166494.47739439894,1.2633668100000094e-13,1105.0484999999958,1.0,0.9815772791872935
849,diff_pair_sample_0849,True,True,True,11.749773740768433,"{'width': 5.654624255799696, 'length': 3.4956601976691424, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0849,PEX Complete,474788.4162487066,1.844494089999995e-13,4030.8552999999006,1.0,0.9792798317518363
850,diff_pair_sample_0850,True,True,True,12.651947259902954,"{'width': 9.654593215239021, 'length': 0.708844961178278, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0850,PEX Complete,266179.8051858002,1.3202853300000002e-13,2047.002900000009,1.0,0.9846825815439735
851,diff_pair_sample_0851,True,True,True,20.358882188796997,"{'width': 14.85505651670322, 'length': 1.352089381516639, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0851,PEX Complete,478605.0809090024,2.765357790000047e-13,5171.949600000097,1.0,0.9899138228261158
852,diff_pair_sample_0852,True,True,True,10.880465745925903,"{'width': 10.137852784362408, 'length': 3.1687460218451298, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0852,PEX Complete,344938.6303690039,1.0386985300000025e-13,2750.528099999965,1.0,0.9850072427909388
853,diff_pair_sample_0853,False,True,False,15.762470483779907,"{'width': 10.819032395342253, 'length': 3.140195266291431, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0853,PEX Complete,427994.6469917089,3.0323558800000317e-13,5951.28810000028,1.0,0.9869893712589722
854,diff_pair_sample_0854,False,True,False,21.934475421905518,"{'width': 18.644817081906584, 'length': 1.4902013092110864, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0854,PEX Complete,326751.17492650665,3.2899556400000235e-13,5752.234300000414,1.0,0.9915302476465543
855,diff_pair_sample_0855,False,True,False,6.8675456047058105,"{'width': 1.6280149936842885, 'length': 2.1214480013635963, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0855,PEX Complete,176965.95403599864,1.46975016000002e-13,1273.8384999999857,1.0,0.9598683820594207
856,diff_pair_sample_0856,True,True,True,13.617319107055664,"{'width': 11.216465577451412, 'length': 0.7908479360129422, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0856,PEX Complete,329617.1256747975,1.4781735400000043e-13,2399.030399999973,1.0,0.9864080088355694
857,diff_pair_sample_0857,False,True,False,7.767832040786743,"{'width': 3.1218835658178565, 'length': 2.483776894516538, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0857,PEX Complete,198546.65264769952,1.4673185300000054e-13,1498.087299999984,1.0,0.9690813746301697
858,diff_pair_sample_0858,False,True,False,16.72884178161621,"{'width': 13.323402362791986, 'length': 3.9919359758404886, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0858,PEX Complete,463428.28749201196,3.154422840000119e-13,6937.572400000309,1.0,0.988879164706087
859,diff_pair_sample_0859,True,True,True,9.791712045669556,"{'width': 5.72885072077514, 'length': 0.36686972392509454, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0859,PEX Complete,219345.07300550016,9.675503999999996e-14,1323.2233000000033,1.0,0.9780399876574121
860,diff_pair_sample_0860,False,True,False,12.54772663116455,"{'width': 8.130366458342408, 'length': 1.5598922542639, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0860,PEX Complete,305084.82519250404,2.909509479999922e-13,3024.3704999999222,1.0,0.9835456667759451
861,diff_pair_sample_0861,True,True,True,14.929645776748657,"{'width': 10.910568449223778, 'length': 0.18375132895503535, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0861,PEX Complete,276578.8320024996,1.645313119999999e-13,1873.4917000000037,1.0,0.9861616680767787
862,diff_pair_sample_0862,False,True,False,12.116937398910522,"{'width': 8.183954223718622, 'length': 0.15521135307648182, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0862,PEX Complete,199492.18732049837,1.9128722700000097e-13,1629.0411000000022,1.0,0.9825897578643044
863,diff_pair_sample_0863,True,True,True,15.064082384109497,"{'width': 10.569630944986155, 'length': 0.6952985787037079, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0863,PEX Complete,333345.16031349846,1.6239852100000013e-13,2519.2774999999647,1.0,0.9861865157768446
864,diff_pair_sample_0864,True,True,True,9.222833633422852,"{'width': 6.422060344595834, 'length': 1.0635940911706354, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0864,PEX Complete,227679.8509176993,8.4284246e-14,1494.8076999999923,1.0,0.9789310691937163
865,diff_pair_sample_0865,False,True,False,10.405342817306519,"{'width': 6.977998660932109, 'length': 1.0047076224965807, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0865,PEX Complete,180118.7478539988,1.976008600000016e-13,1855.9668999999926,1.0,0.9808559085832833
866,diff_pair_sample_0866,True,True,True,26.386794090270996,"{'width': 19.068927560216903, 'length': 3.9378633939844456, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0866,PEX Complete,722397.7405819953,4.2699835799999844e-13,13248.56079999812,1.0,0.9919964438703398
867,diff_pair_sample_0867,False,True,False,12.483493089675903,"{'width': 8.36771152103035, 'length': 1.6402545507931658, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0867,PEX Complete,216355.7714547983,2.57698412000012e-13,2688.2304999999583,1.0,0.9834688282868598
868,diff_pair_sample_0868,True,True,True,11.85801649093628,"{'width': 12.396445070985003, 'length': 1.5472375768227813, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0868,PEX Complete,280367.3866429956,1.01683482e-13,2230.8327000000054,1.0,0.9865687821413054
869,diff_pair_sample_0869,True,True,True,17.16894006729126,"{'width': 9.687904860649034, 'length': 3.5674826053093556, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0869,PEX Complete,591534.1445090291,2.8144596700000235e-13,7050.768700000318,1.0,0.9860568394478753
870,diff_pair_sample_0870,True,True,True,23.860897541046143,"{'width': 16.592577661822798, 'length': 3.5448887837317984, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0870,PEX Complete,657693.9062920137,3.7949770199999926e-13,10842.329499999605,1.0,0.9909712760528073
871,diff_pair_sample_0871,True,True,True,18.98697328567505,"{'width': 12.912338252784222, 'length': 1.4841731259581785, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0871,PEX Complete,414792.64413680293,2.5474348999999914e-13,4863.4379000000245,1.0,0.9887158834700038
872,diff_pair_sample_0872,True,True,True,14.525953769683838,"{'width': 6.8588721935537755, 'length': 3.734866508954552, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0872,PEX Complete,581939.2626860287,2.464891039999998e-13,5675.794800000216,1.0,0.9820536852389385
873,diff_pair_sample_0873,False,True,False,24.73597240447998,"{'width': 17.034808150466077, 'length': 3.829668384798367, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0873,PEX Complete,463198.4966330129,4.991781210000031e-13,11766.455899998713,1.0,0.9911835134655957
874,diff_pair_sample_0874,True,True,True,18.477590799331665,"{'width': 14.34777339050414, 'length': 1.3359462723683457, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0874,PEX Complete,384821.6288515001,2.2177661800000013e-13,4333.000299999805,1.0,0.9893985698547028
