,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,-10,0,0,0,6,32.768,0,0.0
1,-10,0,0,1,6,32.768,2,0.032
2,-10,0,0,2,6,32.768,186,3.013
3,-10,0,0,3,6,32.768,0,0.0
4,-10,0,1,0,6,32.768,257,4.099
5,-10,0,1,1,6,32.768,0,0.0
6,-10,0,1,2,6,32.768,0,0.0
7,-10,0,1,3,6,32.768,248,3.806
8,-10,0,2,0,6,32.768,1,0.016
9,-10,0,2,1,6,32.768,0,0.015
10,-10,0,2,2,6,32.768,295,4.735
11,-10,0,2,3,6,32.768,7,0.026000000000000002
12,-10,0,3,0,6,32.768,0,0.0
13,-10,0,3,1,6,32.768,318,5.079
14,-10,0,3,2,6,32.768,0,0.0
15,-10,0,3,3,6,32.768,0,0.0
16,-10,0,4,0,7,32.768,0,0.0
17,-10,0,4,1,7,32.768,42,0.337
18,-10,0,4,2,7,32.768,41,0.316
19,-10,0,4,3,7,32.768,0,0.0
20,-10,0,5,0,7,32.768,58,0.467
21,-10,0,5,1,7,32.768,1,0.008
22,-10,0,5,2,7,32.768,56,0.4555
23,-10,0,5,3,7,32.768,101,0.752
24,-10,0,6,0,7,32.768,58,0.47250000000000003
25,-10,0,6,1,7,32.768,65,0.5205
26,-10,0,6,2,7,32.768,52,0.41600000000000004
27,-10,0,6,3,7,32.768,22,0.1955
28,-10,0,7,0,7,32.768,1,0.008
29,-10,0,7,1,7,32.768,69,0.5565
30,-10,0,7,2,7,32.768,0,0.0
31,-10,0,7,3,7,32.768,71,0.5845
32,-10,1,0,0,0,32.768,8869,9053.504
33,-10,1,0,1,0,32.768,8831,9056.32
34,-10,1,0,2,0,32.768,1,1.024
35,-10,1,0,3,0,32.768,1,1.024
36,-10,1,1,0,0,32.768,1,1.024
37,-10,1,1,1,0,32.768,1,1.024
38,-10,1,1,2,0,32.768,1,1.024
39,-10,1,1,3,0,32.768,11645,11887.424
40,-10,1,2,0,0,32.768,1,1.024
41,-10,1,2,1,0,32.768,6,4.672
42,-10,1,2,2,0,32.768,1,1.024
43,-10,1,2,3,0,32.768,1,1.024
44,-10,1,3,0,0,32.768,1,1.024
45,-10,1,3,1,0,32.768,0,0.0
46,-10,1,3,2,0,32.768,110,103.744
47,-10,1,3,3,0,32.768,0,0.0
48,-10,1,4,0,0,32.768,1,1.024
49,-10,1,4,1,0,32.768,39,27.264
50,-10,1,4,2,0,32.768,4390,4479.936
51,-10,1,4,3,0,32.768,3497,3572.352
52,-10,1,5,0,0,32.768,0,0.0
53,-10,1,5,1,0,32.768,7412,7592.896
54,-10,1,5,2,0,32.768,1,1.024
55,-10,1,5,3,0,32.768,4727,4847.04
56,-10,1,6,0,0,32.768,1,1.024
57,-10,1,6,1,0,32.768,9066,9289.088
58,-10,1,6,2,0,32.768,7270,7421.8240000000005
59,-10,1,6,3,0,32.768,6482,6640.832
60,-10,1,7,0,0,32.768,1,1.024
61,-10,1,7,1,0,32.768,11109,11347.968
62,-10,1,7,2,0,32.768,9492,9737.984
63,-10,1,7,3,0,32.768,7489,7662.144
