,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,-40,0,0,0,6,32.768,0,0.001
1,-40,0,0,1,6,32.768,1,0.023
2,-40,0,0,2,6,32.768,0,0.0
3,-40,0,0,3,6,32.768,0,0.0
4,-40,0,1,0,6,32.768,32,0.47800000000000004
5,-40,0,1,1,6,32.768,2,0.032
6,-40,0,1,2,6,32.768,0,0.0
7,-40,0,1,3,6,32.768,26,0.486
8,-40,0,2,0,6,32.768,1,0.016
9,-40,0,2,1,6,32.768,0,0.0
10,-40,0,2,2,6,32.768,34,0.579
11,-40,0,2,3,6,32.768,0,0.0
12,-40,0,3,0,6,32.768,0,0.0
13,-40,0,3,1,6,32.768,34,0.562
14,-40,0,3,2,6,32.768,0,0.0
15,-40,0,3,3,6,32.768,0,0.0
16,-40,0,4,0,7,32.768,0,0.0
17,-40,0,4,1,7,32.768,4,0.0375
18,-40,0,4,2,7,32.768,4,0.0455
19,-40,0,4,3,7,32.768,0,0.0
20,-40,0,5,0,7,32.768,7,0.039
21,-40,0,5,1,7,32.768,1,0.008
22,-40,0,5,2,7,32.768,1,0.008
23,-40,0,5,3,7,32.768,46,0.5745
24,-40,0,6,0,7,32.768,5,0.0535
25,-40,0,6,1,7,32.768,13,0.0805
26,-40,0,6,2,7,32.768,1,0.008
27,-40,0,6,3,7,32.768,0,0.006
28,-40,0,7,0,7,32.768,1,0.405
29,-40,0,7,1,7,32.768,16,0.09
30,-40,0,7,2,7,32.768,0,0.052000000000000005
31,-40,0,7,3,7,32.768,32,0.2615
32,-40,1,0,0,0,32.768,3248,3304.512
33,-40,1,0,1,0,32.768,3454,3516.096
34,-40,1,0,2,0,32.768,1,1.024
35,-40,1,0,3,0,32.768,1,1.024
36,-40,1,1,0,0,32.768,0,0.0
37,-40,1,1,1,0,32.768,1,1.024
38,-40,1,1,2,0,32.768,1,1.024
39,-40,1,1,3,0,32.768,4865,4980.928
40,-40,1,2,0,0,32.768,1,1.024
41,-40,1,2,1,0,32.768,1,3.2
42,-40,1,2,2,0,32.768,1,1.024
43,-40,1,2,3,0,32.768,1,1.024
44,-40,1,3,0,0,32.768,1,1.024
45,-40,1,3,1,0,32.768,1,1.024
46,-40,1,3,2,0,32.768,2838,2382.848
47,-40,1,3,3,0,32.768,0,0.0
48,-40,1,4,0,0,32.768,1,1.024
49,-40,1,4,1,0,32.768,1,1.024
50,-40,1,4,2,0,32.768,1444,1477.5040000000001
51,-40,1,4,3,0,32.768,1191,1223.68
52,-40,1,5,0,0,32.768,0,0.0
53,-40,1,5,1,0,32.768,0,0.0
54,-40,1,5,2,0,32.768,1,1.024
55,-40,1,5,3,0,32.768,1555,1590.784
56,-40,1,6,0,0,32.768,1,1.024
57,-40,1,6,1,0,32.768,3031,3113.024
58,-40,1,6,2,0,32.768,2419,2477.696
59,-40,1,6,3,0,32.768,2199,2244.288
60,-40,1,7,0,0,32.768,1,1.024
61,-40,1,7,1,0,32.768,3758,3850.0480000000002
62,-40,1,7,2,0,32.768,1,1.024
63,-40,1,7,3,0,32.768,2473,2533.632
