,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,-30,0,0,0,6,32.768,0,0.0
1,-30,0,0,1,6,32.768,1,0.016
2,-30,0,0,2,6,32.768,36,0.5640000000000001
3,-30,0,0,3,6,32.768,1,0.016
4,-30,0,1,0,6,32.768,48,0.779
5,-30,0,1,1,6,32.768,51,0.809
6,-30,0,1,2,6,32.768,44,0.721
7,-30,0,1,3,6,32.768,1,0.033
8,-30,0,2,0,6,32.768,1,0.016
9,-30,0,2,1,6,32.768,66,1.058
10,-30,0,2,2,6,32.768,0,0.0
11,-30,0,2,3,6,32.768,0,0.0
12,-30,0,3,0,6,32.768,77,1.22
13,-30,0,3,1,6,32.768,0,0.0
14,-30,0,3,2,6,32.768,1,0.016
15,-30,0,3,3,6,32.768,38,0.597
16,-30,0,4,0,7,32.768,10,0.0755
17,-30,0,4,1,7,32.768,20,0.1715
18,-30,0,4,2,7,32.768,0,0.0
19,-30,0,4,3,7,32.768,12,0.127
20,-30,0,5,0,7,32.768,0,0.0
21,-30,0,5,1,7,32.768,12,0.176
22,-30,0,5,2,7,32.768,1,0.01
23,-30,0,5,3,7,32.768,12,0.08650000000000001
24,-30,0,6,0,7,32.768,12,0.0925
25,-30,0,6,1,7,32.768,1,0.008
26,-30,0,6,2,7,32.768,7,0.07
27,-30,0,6,3,7,32.768,19,0.1385
28,-30,0,7,0,7,32.768,0,0.0
29,-30,0,7,1,7,32.768,9,0.074
30,-30,0,7,2,7,32.768,1,0.0415
31,-30,0,7,3,7,32.768,7,0.0665
32,-30,1,0,0,0,32.768,2543,2595.072
33,-30,1,0,1,0,32.768,0,0.0
34,-30,1,0,2,0,32.768,1,1.024
35,-30,1,0,3,0,32.768,1821,1867.968
36,-30,1,1,0,0,32.768,0,0.0
37,-30,1,1,1,0,32.768,1,1.024
38,-30,1,1,2,0,32.768,1,1.024
39,-30,1,1,3,0,32.768,2290,2345.856
40,-30,1,2,0,0,32.768,1,1.024
41,-30,1,2,1,0,32.768,1,1.024
42,-30,1,2,2,0,32.768,1,1.024
43,-30,1,2,3,0,32.768,0,0.0
44,-30,1,3,0,0,32.768,0,0.0
45,-30,1,3,1,0,32.768,1,1.024
46,-30,1,3,2,0,32.768,1,1.024
47,-30,1,3,3,0,32.768,3957,4055.6800000000003
48,-30,1,4,0,0,32.768,1,1.024
49,-30,1,4,1,0,32.768,1,1.024
50,-30,1,4,2,0,32.768,1,1.024
51,-30,1,4,3,0,32.768,0,0.0
52,-30,1,5,0,0,32.768,1,1.024
53,-30,1,5,1,0,32.768,1,1.024
54,-30,1,5,2,0,32.768,1953,2002.944
55,-30,1,5,3,0,32.768,1417,1447.68
56,-30,1,6,0,0,32.768,2770,2844.48
57,-30,1,6,1,0,32.768,0,0.0
58,-30,1,6,2,0,32.768,1926,1969.6000000000001
59,-30,1,6,3,0,32.768,1682,1721.4080000000001
60,-30,1,7,0,0,32.768,1,1.024
61,-30,1,7,1,0,32.768,2951,3018.944
62,-30,1,7,2,0,32.768,2275,2323.712
63,-30,1,7,3,0,32.768,2082,2135.36
