,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.0,0.0
2,6,5,32.768,0.0,0.0
3,6,5,32.768,0.008238058023587841,0.0163763732248627
4,6,5,32.768,0.046960476999281,0.06593164945608443
5,6,5,32.768,0.0,0.0
6,6,5,32.768,0.0,0.0
7,6,5,32.768,0.0,0.0
8,6,5,32.768,0.0,0.0
9,6,5,32.768,0.0,0.0
10,6,5,32.768,0.0,0.0
11,6,5,32.768,0.0,0.0
12,6,5,32.768,0.0,0.0
13,6,5,32.768,0.0,0.0
14,6,5,32.768,0.0,0.0
15,6,5,32.768,0.02538459375290454,0.041184385390582195
16,7,5,32.768,0.20006032690166234,0.48255522544057067
17,7,5,32.768,0.005146804834069386,0.01534332428126317
18,7,5,32.768,0.02046671444076943,0.0541396121153449
19,7,5,32.768,0.011183988555072827,0.02813635370832547
20,7,5,32.768,0.0,0.0
21,7,5,32.768,0.042519905926518706,0.09022638195117878
22,7,5,32.768,0.019402927614151428,0.07316392553711153
23,7,5,32.768,0.0077871689335727145,0.017158088471621775
24,7,5,32.768,0.024485097508484627,0.04944491884915982
25,7,5,32.768,0.046907568685660955,0.09658011389514924
26,7,5,32.768,0.0067523033107229425,0.01987867198783662
27,7,5,32.768,0.006481481312169312,0.022170250336881626
28,7,5,32.768,0.01825175060096976,0.03337064578338274
29,7,5,32.768,0.00827178336273382,0.018931455305918773
30,7,5,32.768,0.012798999960934448,0.023276563320215465
31,7,5,32.768,0.013322101936256159,0.030858023267863417
32,0,5,32.768,0.0,0.0
33,0,5,32.768,0.0,0.0
34,0,5,32.768,3.554253699442402,0.60724795594551
35,0,5,32.768,21.635767870671934,17.67370197327091
36,0,5,32.768,1.1819994341792215,0.2366553071452234
37,0,5,32.768,0.0,0.0
38,0,5,32.768,0.0,0.0
39,0,5,32.768,37.361386206060395,29.412735679633744
40,0,5,32.768,0.0,0.0
41,0,5,32.768,49.1778321452095,41.364748045919484
42,0,5,32.768,0.0,0.0
43,0,5,32.768,38.06511992165006,31.297332486970834
44,0,5,32.768,65.93423007573533,54.70556087296428
45,0,5,32.768,0.0,0.0
46,0,5,32.768,0.0,0.0
47,0,5,32.768,0.0,0.0
48,0,5,32.768,0.0,0.0
49,0,5,32.768,0.0,0.0
50,0,5,32.768,13.85896520327546,11.65030716051727
51,0,5,32.768,13.059477121293945,10.857365043140073
52,0,5,32.768,0.0,0.0
53,0,5,32.768,0.0,0.0
54,0,5,32.768,25.97937847373566,21.050616919187902
55,0,5,32.768,18.630598704539796,15.708830911356836
56,0,5,32.768,35.03870643968467,28.32227234092632
57,0,5,32.768,0.0,0.0
58,0,5,32.768,30.761723559098574,24.068768623259476
59,0,5,32.768,24.510153923172332,20.063926925544763
60,0,5,32.768,44.763892667622194,38.31484232714001
61,0,5,32.768,36.96664819861276,32.129861458425246
62,0,5,32.768,33.58204682419462,27.722397354803213
63,0,5,32.768,27.8836534994968,23.796497229836163
