,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.5370726937761778,0.6892175273453224
2,6,5,32.768,0.028748398216248496,0.038797938089542856
3,6,5,32.768,0.0,0.0
4,6,5,32.768,0.0,0.0
5,6,5,32.768,0.0,0.0
6,6,5,32.768,0.019697553147535865,0.037289269233923054
7,6,5,32.768,0.0,0.0
8,6,5,32.768,0.0,0.0
9,6,5,32.768,0.0277769400762575,0.04708569209430822
10,6,5,32.768,0.02145372694894759,0.03377326753513791
11,6,5,32.768,0.023059436246361274,0.036309778297312696
12,6,5,32.768,0.00224,0.0
13,6,5,32.768,0.0,0.0
14,6,5,32.768,0.024380451185324687,0.04262010793041238
15,6,5,32.768,0.03343770327041018,0.04717802878459421
16,7,5,32.768,0.0,0.0
17,7,5,32.768,0.0,0.0
18,7,5,32.768,0.006902289475239357,0.015074004113041764
19,7,5,32.768,0.09370930370032636,0.17745897103274322
20,7,5,32.768,0.01392551614842337,0.06035288228411299
21,7,5,32.768,0.01020243108283511,0.0493371097653683
22,7,5,32.768,0.020316062610653673,0.030485773731365257
23,7,5,32.768,0.006484936391361137,0.018042438859533376
24,7,5,32.768,0.034880733937232455,0.06879925580992864
25,7,5,32.768,0.0,0.0
26,7,5,32.768,0.005106858133921481,0.017158088471621775
27,7,5,32.768,0.005599428542271078,0.013096564434995921
28,7,5,32.768,0.23281966927216435,0.41689442308574964
29,7,5,32.768,0.004567012152381467,0.017184923625084867
30,7,5,32.768,0.007015867729653974,0.01655052869246176
31,7,5,32.768,0.01454922678357857,0.029708342262738257
32,0,5,32.768,0.0,0.0
33,0,5,32.768,0.0,0.0
34,0,5,32.768,22.370273157169983,19.066434245595055
35,0,5,32.768,0.0,0.0
36,0,5,32.768,66.21689804373503,118.2925821554268
37,0,5,32.768,43.51463149946694,36.26649574610704
38,0,5,32.768,33.210137131905974,28.327727793552377
39,0,5,32.768,29.838839913106547,25.216624306992404
40,0,5,32.768,0.0,0.0
41,0,5,32.768,0.0,0.0
42,0,5,32.768,0.0,0.0
43,0,5,32.768,45.24891239362998,33.66978111729269
44,0,5,32.768,0.0,0.0
45,0,5,32.768,0.0,0.0
46,0,5,32.768,0.0,0.0
47,0,5,32.768,49.532818089020545,40.92716911619468
48,0,5,32.768,0.0,0.0
49,0,5,32.768,17.93860958286344,15.445203931317966
50,0,5,32.768,14.992968656860455,12.651736602759323
51,0,5,32.768,12.72453813486368,10.538111477413779
52,0,5,32.768,29.709010777365176,24.688261952725632
53,0,5,32.768,23.0494734657085,18.886101996971213
54,0,5,32.768,21.501990915671048,18.073716404724294
55,0,5,32.768,16.66818811240142,14.463465090993928
56,0,5,32.768,0.0,0.026885713678457563
57,0,5,32.768,33.01736159014527,27.279978874361326
58,0,5,32.768,27.414870631655372,23.016670453078135
59,0,5,32.768,23.40062715002314,20.187807866571344
60,0,5,32.768,0.0,0.0
61,0,5,32.768,39.59363367847917,31.222311880986652
62,0,5,32.768,34.595641094588785,29.601677823150503
63,0,5,32.768,28.93675432845916,24.189290354071986
