,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.02184219769162435,0.03769350076604719
2,6,5,32.768,0.02903856745777932,0.03961284640113608
3,6,5,32.768,0.0,0.0
4,6,5,32.768,0.03359961904545943,0.05849876579894657
5,6,5,32.768,0.02900548913567913,0.05081757176410538
6,6,5,32.768,0.02560549940930659,0.04617213012196861
7,6,5,32.768,0.017853447846284478,0.03260076072732046
8,6,5,32.768,0.0,0.0
9,6,5,32.768,0.02398666296090392,0.037964193656654946
10,6,5,32.768,0.3259056648786578,0.5267650041527057
11,6,5,32.768,0.0,0.0
12,6,5,32.768,0.09614708731937749,0.16936920145055892
13,6,5,32.768,0.0,0.0
14,6,5,32.768,0.30156430558008684,0.4524681186558894
15,6,5,32.768,0.02540727454883739,0.03867104343045323
16,7,5,32.768,0.012547509713086498,0.024040499162870977
17,7,5,32.768,0.003545363168985654,0.016578347324145433
18,7,5,32.768,0.0,0.0
19,7,5,32.768,0.010273383084456649,0.02268165778773677
20,7,5,32.768,0.0038830915518437118,0.01366666016260008
21,7,5,32.768,0.004436214602563768,0.016578347324145433
22,7,5,32.768,0.0042362247343595925,0.01591979899370592
23,7,5,32.768,0.004125239386993196,0.010608374050720496
24,7,5,32.768,0.022765447502739764,0.055950606788488
25,7,5,32.768,0.11581767740720758,0.22009487408842576
26,7,5,32.768,0.005766662813100831,0.017885681423977114
27,7,5,32.768,0.007780591237174716,0.01860133328554703
28,7,5,32.768,0.0,0.0
29,7,5,32.768,0.006153243047369411,0.017744858410255065
30,7,5,32.768,0.0038157568056677816,0.015449737861853838
31,7,5,32.768,0.00814704854533223,0.01591979899370592
32,0,5,32.768,27.66120265509799,22.94934881251318
33,0,5,32.768,0.0,0.0
34,0,5,32.768,0.0,0.0
35,0,5,32.768,20.730120647984666,16.73273769810547
36,0,5,32.768,0.0,0.0
37,0,5,32.768,0.0,0.0
38,0,5,32.768,0.0,0.0
39,0,5,32.768,26.25903999171333,21.802712771249364
40,0,5,32.768,49.201267042156545,22.771112840755062
41,0,5,32.768,11.984645946810442,13.729655486194838
42,0,5,32.768,0.0,0.0
43,0,5,32.768,34.843540730666284,27.92484482893325
44,0,5,32.768,0.0,0.0
45,0,5,32.768,0.0,0.0
46,0,5,32.768,1.4040380621621338,0.2809539862682144
47,0,5,32.768,43.786627949637776,34.46808502586705
48,0,5,32.768,0.0,0.0
49,0,5,32.768,15.545018166139277,13.110972488354935
50,0,5,32.768,13.269471512249462,11.12570639655748
51,0,5,32.768,0.10188671355971787,0.0
52,0,5,32.768,0.0,0.0
53,0,5,32.768,0.0,0.007599578935704268
54,0,5,32.768,23.151269946195175,19.09290262873615
55,0,5,32.768,17.34305060132156,14.596593606783742
56,0,5,32.768,33.8309206165011,29.257208080498728
57,0,5,32.768,0.0,0.0
58,0,5,32.768,23.304593263440577,19.317399275720323
59,0,5,32.768,20.89948377942384,17.154925347549607
60,0,5,32.768,0.0,0.0
61,0,5,32.768,34.51802236411582,29.06989970795221
62,0,5,32.768,29.700016280130214,24.542700682166174
63,0,5,32.768,25.436578418458723,21.110500399336814
