,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.0,0.0
1,6,5,32.768,0.006928203230275509,0.011426285485668562
2,6,5,32.768,0.0,0.0
3,6,5,32.768,0.017535153264228973,0.029151631172200296
4,6,5,32.768,0.04020396000395981,0.06014893515266917
5,6,5,32.768,0.0,0.0
6,6,5,32.768,0.021981810662454537,0.03824502059092137
7,6,5,32.768,0.021192602482942018,0.03507030652845795
8,6,5,32.768,0.0,0.0
9,6,5,32.768,0.0,0.0
10,6,5,32.768,0.0,0.0
11,6,5,32.768,0.0,0.0
12,6,5,32.768,0.0,0.0
13,6,5,32.768,0.02341637034213458,0.04702584821138264
14,6,5,32.768,0.0,0.0
15,6,5,32.768,0.31648772488044463,0.3356339339220633
16,7,5,32.768,0.00854578258557986,0.02134906086927479
17,7,5,32.768,0.0,0.0
18,7,5,32.768,0.007301944946382435,0.01947535879001976
19,7,5,32.768,0.008078019559273177,0.020983803277766402
20,7,5,32.768,0.0035777087639996636,0.014036295807655239
21,7,5,32.768,0.0,0.0
22,7,5,32.768,0.021295483089143575,0.05079842517244014
23,7,5,32.768,0.0039346664407545395,0.015676734353812338
24,7,5,32.768,0.022050995442383096,0.04670246246184456
25,7,5,32.768,0.0,0.0
26,7,5,32.768,0.006268141670383656,0.01581978508071459
27,7,5,32.768,0.005351635264103861,0.018798468022687385
28,7,5,32.768,0.0,0.0
29,7,5,32.768,0.003999199919983995,0.014520385669809188
30,7,5,32.768,0.005986651818838304,0.04321303507045067
31,7,5,32.768,0.03418575141780563,0.06219124054077069
32,0,5,32.768,0.0,0.0
33,0,5,32.768,24.667178062648354,21.251689498955134
34,0,5,32.768,26.092619129125385,22.63745972236284
35,0,5,32.768,0.0,0.0
36,0,5,32.768,0.0,0.0
37,0,5,32.768,0.0,0.0
38,0,5,32.768,38.561826479563955,29.139955887406554
39,0,5,32.768,0.0,0.0
40,0,5,32.768,0.0,0.0
41,0,5,32.768,1238.3992393397564,1725.198536341044
42,0,5,32.768,0.0,0.0
43,0,5,32.768,47.23803788399345,35.80149227870816
44,0,5,32.768,0.0,0.0
45,0,5,32.768,0.0,0.0
46,0,5,32.768,5.9925876347367675,0.992423135562649
47,0,5,32.768,51.14477559343085,41.11039579543841
48,0,5,32.768,0.0,0.0
49,0,5,32.768,0.0,0.0
50,0,5,32.768,14.909229009496098,12.381371156636893
51,0,5,32.768,12.95623056293766,10.890639593045028
52,0,5,32.768,0.0,0.0
53,0,5,32.768,24.750772683728485,20.185046029177144
54,0,5,32.768,0.0,0.0
55,0,5,32.768,17.672528306453493,14.640900532740464
56,0,5,32.768,42.11752083446508,32.4291635661483
57,0,5,32.768,31.559972380216053,26.193113318305635
58,0,5,32.768,27.12749753589519,22.412076506883515
59,0,5,32.768,25.414896103946603,20.84729033696226
60,0,5,32.768,50.859621474706245,41.95561390994059
61,0,5,32.768,0.0,0.0
62,0,5,32.768,40.01427766433376,31.112309500749053
63,0,5,32.768,31.3257048327791,26.286340994029583
