,CTR1,CTR2,FreqRef (kHz),Res1 (kHz),Res2 (kHz)
0,6,5,32.768,0.053353702776845764,0.07688728373404799
1,6,5,32.768,0.02383731528507353,0.036152919660796416
2,6,5,32.768,0.06435481644756669,0.09275088355374304
3,6,5,32.768,0.01403173545930795,0.027460400579743922
4,6,5,32.768,0.22988136070590845,0.28058343785761836
5,6,5,32.768,0.030963617359733662,0.04590522410358106
6,6,5,32.768,0.019841935389472473,0.03213411893922097
7,6,5,32.768,0.0,0.0
8,6,5,32.768,0.0,0.0
9,6,5,32.768,0.32435816253024996,0.18700133047655035
10,6,5,32.768,0.005865696889543476,0.009600000000000001
11,6,5,32.768,0.016578347324145433,0.026106979909595054
12,6,5,32.768,0.02964925631445079,0.04824577079910736
13,6,5,32.768,0.020118687829975394,0.03519854542449163
14,6,5,32.768,0.02577142603737713,0.044713058495253935
15,6,5,32.768,0.02691569059117748,0.04057191146593909
16,7,5,32.768,1.2461714065087515,1.350540277074327
17,7,5,32.768,0.0,0.0
18,7,5,32.768,0.0,0.0
19,7,5,32.768,0.008147048545332231,0.012520958429768867
20,7,5,32.768,0.0039346664407545395,0.014206702643470792
21,7,5,32.768,0.0037318092127009922,0.012293998535871068
22,7,5,32.768,0.010948899488076416,0.03684727398329488
23,7,5,32.768,0.006246150814701803,0.01801972252838539
24,7,5,32.768,0.005413464694629494,0.015728903331128974
25,7,5,32.768,0.0354964786985977,0.07133847208904885
26,7,5,32.768,0.005243510274615662,0.018931455305918773
27,7,5,32.768,0.004753777445358586,0.01491007712924383
28,7,5,32.768,0.07975562676074963,0.14449692038240816
29,7,5,32.768,0.008238058023587841,0.026028415241808326
30,7,5,32.768,0.010198352808174466,0.02447738548129682
31,7,5,32.768,0.008828680535617995,0.018490905872887892
32,0,5,32.768,0.0,0.0
33,0,5,32.768,24.009391519286783,20.160560154757604
34,0,5,32.768,0.0,0.0
35,0,5,32.768,21.62671272662584,17.950310420313073
36,0,5,32.768,42.675912248405425,35.41189047727331
37,0,5,32.768,0.0,0.00448
38,0,5,32.768,31.45523326674911,25.935390393822875
39,0,5,32.768,27.246119327228968,22.865734777574936
40,0,5,32.768,1.7706615260969556,0.042850138856251094
41,0,5,32.768,0.0,0.0
42,0,5,32.768,0.0,0.0
43,0,5,32.768,36.6280892347062,30.082527730388616
44,0,5,32.768,0.0,0.0
45,0,5,32.768,0.0,0.0
46,0,5,32.768,0.0,0.0
47,0,5,32.768,46.03229786931781,37.36790972577407
48,0,5,32.768,0.0,0.0
49,0,5,32.768,17.00139462778274,13.931169312013978
50,0,5,32.768,14.956917812116238,12.049500889248485
51,0,5,32.768,12.270818922044283,10.46707708151612
52,0,5,32.768,0.0,0.0
53,0,5,32.768,0.0,0.0
54,0,5,32.768,0.0,0.0
55,0,5,32.768,18.903982988396923,15.517117525313777
56,0,5,32.768,0.0,0.0
57,0,5,32.768,271.15205431407963,189.7596361936479
58,0,5,32.768,24.541951881168703,19.84308491887287
59,0,5,32.768,21.082466527425105,17.75901056703329
60,0,5,32.768,0.0,0.0
61,0,5,32.768,0.0,0.0031839597987411835
62,0,5,32.768,30.91478894913566,24.54662723044451
63,0,5,32.768,26.912894158748518,22.995099929645885
