,Ivdd (A),Ivdd1v8 (A)
0,1.4536449865168536e-06,7.034340426966282e-07
1,1.1964432292968748e-05,1.0243898457031252e-06
2,7.416385440191386e-06,1.1565762416267944e-06
3,1.9190968846611168e-07,8.84546938168846e-07
4,2.5108218487394936e-07,8.875718511404562e-07
5,1.5424305162037049e-06,7.550773194444439e-07
6,1.7325292517814746e-07,8.915197244655589e-07
7,1.8941630166270795e-07,8.93937251781473e-07
8,1.9064914014251788e-07,9.086916769596206e-07
9,1.8865728076463546e-07,8.682719581839905e-07
10,1.8741225277777781e-06,8.056659560185187e-07
11,1.0329664880952382e-05,1.4878063982683977e-06
12,1.6752265629228687e-05,1.117648995940461e-06
13,1.8858359504132213e-07,8.894429811098002e-07
14,1.2345631854460098e-06,7.544400070422533e-07
15,1.405655384024896e-05,1.007860713692946e-06
16,5.215836507692311e-07,9.698777523076921e-07
17,1.7431925150115484e-06,7.501015357967673e-07
18,2.7610384168377833e-06,8.972107823408628e-07
19,1.8961777636932703e-06,9.309325320813779e-07
20,1.4193001767337803e-06,8.140444541387029e-07
21,1.7260754299835247e-06,9.085874085667216e-07
22,3.404339907815631e-06,9.578390821643283e-07
23,1.8040497013651866e-06,8.525061109215019e-07
24,1.7078866879432615e-06,7.205059645390074e-07
25,3.3157887449324345e-06,9.571582820945939e-07
26,1.8936675238970572e-06,7.751199319852944e-07
27,1.627033193058568e-06,7.966239783080265e-07
28,1.8912867422434375e-07,8.844100489260148e-07
29,1.874474547826087e-06,8.587207456521733e-07
30,4.121355853314525e-06,9.428852270803957e-07
31,1.4702906059113304e-06,7.460690197044327e-07
32,1.8965543162901314e-07,2.2678326278240203e-06
33,1.8293003642773214e-07,2.4782035957696856e-06
34,4.115450489399293e-06,2.952420335689045e-06
35,0.005402438624338625,2.621227671957669e-05
36,1.431297376777252e-06,3.376614905213273e-06
37,1.2328962714285714e-06,3.370692738095239e-06
38,0.010074254128440378,3.667227326343381e-05
39,0.007239462908847186,3.647190053619301e-05
40,2.1631147571701754e-06,4.251460975143404e-06
41,0.003122061981382976,5.019528710106388e-05
42,1.1871388229885066e-06,4.28074636781609e-06
43,0.00995318928571428,4.211667870370371e-05
44,1.6058443165938865e-06,4.3887596943231455e-06
45,0.008789604140624999,6.664041093750004e-05
46,0.009704842895086337,5.859333466135462e-05
47,1.8431240255220398e-07,4.75552476798144e-06
48,1.7996779956236327e-06,1.7497763326039384e-06
49,0.004548588480845445,2.2774106869220605e-05
50,0.0038784799737187924,1.8240308804204997e-05
51,0.0033872099599465953,1.584950600801068e-05
52,0.007441585630810093,3.2558360823373176e-05
53,1.3413818557377042e-06,9.544864196721305e-06
54,0.00553350993315508,2.5533937165775377e-05
55,0.005191530377604168,2.3430551302083325e-05
56,0.009878956216931209,3.630299682539679e-05
57,2.0118983874580074e-07,2.867002989921611e-06
58,0.004898712513227509,2.8551665608465603e-05
59,0.006371803830911495,2.4847952311756912e-05
60,1.7438073341176466e-06,3.0557377176470588e-06
61,0.003302847882037534,5.146510643431641e-05
62,0.008577770279255319,4.562812686170216e-05
63,0.006160841430481286,4.104433288770058e-05
