,Ivdd (A),Ivdd1v8 (A)
0,1.956683197826087e-06,8.398501434782609e-07
1,7.1599166915887806e-06,1.1744130018691591e-06
2,5.401831997264025e-06,1.1660328139534885e-06
3,5.367881594005451e-06,1.0923781675749327e-06
4,1.7028922714932132e-06,8.802544411764706e-07
5,1.8325679016786562e-07,9.529498453237422e-07
6,1.9674778373015863e-06,8.199272063492064e-07
7,8.578926143187064e-06,1.2394231778290994e-06
8,1.283488233518519e-05,1.0775763574074071e-06
9,1.1459210708695656e-05,9.6660509347826e-07
10,1.9796764755077638e-07,9.703516594982073e-07
11,7.362102550351289e-06,1.0597817798594853e-06
12,1.821908201438849e-07,9.845190503597124e-07
13,1.0363967545253866e-05,1.1461683576158944e-06
14,7.598015123486679e-06,1.0846845932203386e-06
15,7.3554424965197215e-06,1.0537258677494216e-06
16,1.8966268165137596e-06,7.641176490825683e-07
17,3.7308343440594077e-07,1.0056394715346543e-06
18,2.9978289176029978e-06,9.86153790262172e-07
19,1.7331303350000004e-06,9.508283783333337e-07
20,1.033460446031747e-06,9.517502365079356e-07
21,1.8939277715617732e-06,8.719168904428901e-07
22,2.200047786307053e-06,8.918173983402492e-07
23,1.9190421486486487e-06,9.093715926640932e-07
24,2.007849210526313e-07,9.170355873205745e-07
25,1.903459103813558e-06,8.453717584745765e-07
26,1.7514540751341675e-06,8.703757459749555e-07
27,2.032465681274902e-06,9.122399183266927e-07
28,1.508322342403629e-06,6.282336439909301e-07
29,3.930034584285717e-06,9.995165571428584e-07
30,1.8557063015873015e-06,8.87286478174604e-07
31,2.9348593989071053e-06,9.727230947176679e-07
32,1.8919761374999992e-07,2.0195042000000003e-06
33,0.005045311651254956,2.804803262879792e-05
34,0.004230882440318301,2.0987644297082233e-05
35,0.004151512526455022,2.0112802380952408e-05
36,1.5570793123732243e-06,2.4351993509127813e-06
37,1.9308958430913364e-07,2.779456709601876e-06
38,1.642415991416307e-06,2.601319527896997e-06
39,0.008110499243027883,2.831074116865868e-05
40,1.8716244843568945e-07,3.0255017728852843e-06
41,1.9952951293103455e-06,3.026571422413795e-06
42,0.001711591492734481,3.227680158520478e-05
43,0.0065403586515353765,2.9465213217623468e-05
44,1.877467920673075e-07,3.58646508413461e-06
45,1.9370161656804735e-07,3.5580167573964493e-06
46,2.4967220075614398e-06,3.692596351606805e-06
47,0.007678739619422571,4.1087907086614204e-05
48,1.5084213563218397e-06,1.5376393126436783e-06
49,0.003062133778371159,1.7138664753003997e-05
50,0.0026512988426527924,1.312881209362808e-05
51,0.0027308139973439565,1.3200622576361227e-05
52,1.3293671425233642e-06,2.031111901869158e-06
53,0.0009442750587301584,7.996387349206352e-06
54,0.004112422726063824,1.733700039893618e-05
55,0.0036430545250659627,1.7411914907651707e-05
56,0.004405891405835544,2.9085557029177683e-05
57,0.005631700736842112,2.711621394736846e-05
58,1.8659051409090891e-06,2.4732651818181816e-06
59,0.004113752572944296,1.967556087533155e-05
60,1.9712804183673476e-06,2.696370346938776e-06
61,0.005338947973333334,3.867452346666665e-05
62,0.005694601721854307,3.507812185430466e-05
63,0.0053467346405228775,3.0067667450980382e-05
