,Ivdd (A),Ivdd1v8 (A)
0,1.3774818463611847e-05,1.2394253463611856e-06
1,1.495892559880239e-05,1.425898898203594e-06
2,1.0594503807174883e-05,1.6671168699551567e-06
3,1.88387435897436e-07,1.0869697667887676e-06
4,1.465653604674797e-05,1.1949002764227638e-06
5,2.04000224366707e-07,1.0802271700844398e-06
6,5.754608735119055e-07,1.179169927083334e-06
7,7.777865919999999e-06,1.1647316847058819e-06
8,1.7325679888143168e-06,1.157936391498882e-06
9,3.495482118043846e-06,1.2912611854974694e-06
10,1.48342711790393e-05,1.3032116302765653e-06
11,1.652084966442953e-05,1.756348022818791e-06
12,1.9551543333333332e-07,1.0973049797619047e-06
13,1.606442534818942e-05,1.3658475278551527e-06
14,1.8606132448733418e-07,1.0995386682750309e-06
15,1.8855539712918676e-07,1.1166354677033493e-06
16,1.8789713598074614e-07,1.1122039326113117e-06
17,2.1486353684210546e-06,1.0477353925438593e-06
18,2.9131959886178887e-06,1.1063992682926831e-06
19,1.9233760047846905e-07,1.0787294784688998e-06
20,3.1173977016129038e-06,1.1677845625000001e-06
21,2.4702014642857135e-07,1.117831304761905e-06
22,1.6018850567260926e-06,1.1488272512155593e-06
23,2.17769508677686e-06,1.0901952293388423e-06
24,1.177126883495146e-06,9.973451868932038e-07
25,2.5111301479999963e-06,1.1355696559999998e-06
26,1.7214826660117883e-06,9.773030648330063e-07
27,1.5795035282714063e-06,1.0200017609046843e-06
28,1.8129134220779215e-06,9.050856450216444e-07
29,1.5318794206008583e-06,1.1178189721030046e-06
30,1.7266208700834308e-07,1.0706899296781894e-06
31,1.2730680990338154e-06,9.725674830917874e-07
32,0.006798989274193557,4.7974450672043e-05
33,0.008732927337662347,4.190614480519479e-05
34,9.335930837320579e-07,2.9818911004784653e-06
35,0.008280831013513514,3.5793786351351365e-05
36,1.4239230178173703e-06,3.6655056124721606e-06
37,1.487527951271185e-06,4.3960326906779615e-06
38,1.3992213480278422e-06,4.29339348027842e-06
39,0.009828014304812829,4.4158870187165794e-05
40,1.5101286801801802e-06,5.06922328828829e-06
41,2.5520339652870485e-05,1.5849731375166894e-05
42,1.550056621809745e-06,5.531478399071922e-06
43,2.380878131332083e-06,5.174111294559102e-06
44,1.6092889185022018e-06,6.032281938325995e-06
45,1.9506999407582948e-07,6.235221279620856e-06
46,0.00548337720316623,7.307819274406338e-05
47,1.8235819408284018e-07,6.950052958579882e-06
48,2.248192045977011e-06,2.1833844444444437e-06
49,0.005757977228116712,2.619596405835543e-05
50,0.004989306400000003,2.3408433866666674e-05
51,0.0038204755305039787,1.854491299734749e-05
52,1.7987607334109425e-07,2.9519152852153657e-06
53,0.007670074105960258,3.450697271523181e-05
54,0.0068033452817824434,2.8820911533420693e-05
55,0.005377418971962616,2.4826112016021376e-05
56,2.272708054474707e-06,3.3844874902723716e-06
57,0.008412786314398936,4.017048626155881e-05
58,0.008649002275132277,3.2270995634920654e-05
59,0.005891497228915666,3.0180061579651943e-05
60,1.4711123462414583e-06,3.8930648063781355e-06
61,0.001957212096128169,5.780220280373832e-05
62,0.008382980862068972,5.328333660477459e-05
63,0.00647449198666666,4.546392706666662e-05
