,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,50,0,0,0,6,32.768,4306,69.028
1,50,0,0,1,6,32.768,5866,94.026
2,50,0,0,2,6,32.768,3894,62.298
3,50,0,0,3,6,32.768,3697,59.234
4,50,0,1,0,6,32.768,0,0.0
5,50,0,1,1,6,32.768,6944,111.261
6,50,0,1,2,6,32.768,4345,69.598
7,50,0,1,3,6,32.768,4181,66.833
8,50,0,2,0,6,32.768,1,0.016
9,50,0,2,1,6,32.768,5972,95.645
10,50,0,2,2,6,32.768,0,0.0
11,50,0,2,3,6,32.768,4564,72.993
12,50,0,3,0,6,32.768,1,0.016
13,50,0,3,1,6,32.768,0,0.0
14,50,0,3,2,6,32.768,1,0.016
15,50,0,3,3,6,32.768,5949,95.138
16,50,0,4,0,7,32.768,744,6.0615000000000006
17,50,0,4,1,7,32.768,1813,14.516
18,50,0,4,2,7,32.768,1550,12.406
19,50,0,4,3,7,32.768,1128,9.014
20,50,0,5,0,7,32.768,0,0.0
21,50,0,5,1,7,32.768,2182,17.4455
22,50,0,5,2,7,32.768,1951,15.609
23,50,0,5,3,7,32.768,0,0.005
24,50,0,6,0,7,32.768,2783,22.2545
25,50,0,6,1,7,32.768,2625,20.991
26,50,0,6,2,7,32.768,1,0.009000000000000001
27,50,0,6,3,7,32.768,1620,12.967500000000001
28,50,0,7,0,7,32.768,3159,25.269000000000002
29,50,0,7,1,7,32.768,2602,20.798000000000002
30,50,0,7,2,7,32.768,2282,18.251
31,50,0,7,3,7,32.768,1874,14.9845
32,50,1,0,0,0,32.768,27968,28655.488
33,50,1,0,1,0,32.768,24873,25403.2
34,50,1,0,2,0,32.768,1,2.112
35,50,1,0,3,0,32.768,0,0.0
36,50,1,1,0,0,32.768,37231,38177.152
37,50,1,1,1,0,32.768,1,1.024
38,50,1,1,2,0,32.768,1,1.024
39,50,1,1,3,0,32.768,29430,30021.056
40,50,1,2,0,0,32.768,0,0.0
41,50,1,2,1,0,32.768,1,1.024
42,50,1,2,2,0,32.768,37055,37848.0
43,50,1,2,3,0,32.768,33249,34128.448000000004
44,50,1,3,0,0,32.768,1,1.024
45,50,1,3,1,0,32.768,1,1.024
46,50,1,3,2,0,32.768,45327,46482.944
47,50,1,3,3,0,32.768,40775,41651.584
48,50,1,4,0,0,32.768,19760,20238.528000000002
49,50,1,4,1,0,32.768,1,1.024
50,50,1,4,2,0,32.768,15575,15988.672
51,50,1,4,3,0,32.768,13264,13583.744
52,50,1,5,0,0,32.768,0,0.0
53,50,1,5,1,0,32.768,25966,26556.032
54,50,1,5,2,0,32.768,21637,22203.264
55,50,1,5,3,0,32.768,19394,19858.56
56,50,1,6,0,0,32.768,36536,37495.68
57,50,1,6,1,0,32.768,28288,28932.8
58,50,1,6,2,0,32.768,27011,27707.968
59,50,1,6,3,0,32.768,23480,23974.08
60,50,1,7,0,0,32.768,1,1.024
61,50,1,7,1,0,32.768,1,1.024
62,50,1,7,2,0,32.768,30652,31436.736
63,50,1,7,3,0,32.768,27135,27770.88
