,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,20,0,0,0,6,32.768,961,15.399000000000001
1,20,0,0,1,6,32.768,1,0.017
2,20,0,0,2,6,32.768,878,14.088000000000001
3,20,0,0,3,6,32.768,872,13.914
4,20,0,1,0,6,32.768,0,0.0
5,20,0,1,1,6,32.768,1643,26.278000000000002
6,20,0,1,2,6,32.768,1008,16.121
7,20,0,1,3,6,32.768,980,15.695
8,20,0,2,0,6,32.768,1,0.016
9,20,0,2,1,6,32.768,1349,21.574
10,20,0,2,2,6,32.768,0,0.0
11,20,0,2,3,6,32.768,1053,16.808
12,20,0,3,0,6,32.768,1,0.016
13,20,0,3,1,6,32.768,0,0.0
14,20,0,3,2,6,32.768,1,0.016
15,20,0,3,3,6,32.768,1377,22.07
16,20,0,4,0,7,32.768,2,0.0125
17,20,0,4,1,7,32.768,0,0.0
18,20,0,4,2,7,32.768,0,0.0
19,20,0,4,3,7,32.768,188,1.5035
20,20,0,5,0,7,32.768,0,0.001
21,20,0,5,1,7,32.768,388,3.1035
22,20,0,5,2,7,32.768,1,0.008
23,20,0,5,3,7,32.768,0,0.0
24,20,0,6,0,7,32.768,464,3.7245
25,20,0,6,1,7,32.768,446,3.536
26,20,0,6,2,7,32.768,1,0.008
27,20,0,6,3,7,32.768,283,2.2705
28,20,0,7,0,7,32.768,553,4.4285
29,20,0,7,1,7,32.768,454,3.6245000000000003
30,20,0,7,2,7,32.768,408,3.2635
31,20,0,7,3,7,32.768,329,2.6195
32,20,1,0,0,0,32.768,15080,15407.744
33,20,1,0,1,0,32.768,1197,1357.248
34,20,1,0,2,0,32.768,1,1.024
35,20,1,0,3,0,32.768,0,0.0
36,20,1,1,0,0,32.768,19958,20396.288
37,20,1,1,1,0,32.768,1,1.024
38,20,1,1,2,0,32.768,1,1.024
39,20,1,1,3,0,32.768,16367,16782.08
40,20,1,2,0,0,32.768,0,0.0
41,20,1,2,1,0,32.768,1,1.024
42,20,1,2,2,0,32.768,20473,20886.272
43,20,1,2,3,0,32.768,18529,19028.16
44,20,1,3,0,0,32.768,1,1.024
45,20,1,3,1,0,32.768,1,1.024
46,20,1,3,2,0,32.768,11,10.368
47,20,1,3,3,0,32.768,22618,23067.52
48,20,1,4,0,0,32.768,9978,10247.296
49,20,1,4,1,0,32.768,1,1.024
50,20,1,4,2,0,32.768,1,1.024
51,20,1,4,3,0,32.768,0,0.0
52,20,1,5,0,0,32.768,0,0.0
53,20,1,5,1,0,32.768,0,0.0
54,20,1,5,2,0,32.768,11282,11570.432
55,20,1,5,3,0,32.768,10155,10416.32
56,20,1,6,0,0,32.768,18987,19388.48
57,20,1,6,1,0,32.768,14244,14549.888
58,20,1,6,2,0,32.768,14472,14783.104000000001
59,20,1,6,3,0,32.768,12357,12672.512
60,20,1,7,0,0,32.768,1,1.024
61,20,1,7,1,0,32.768,1,1.024
62,20,1,7,2,0,32.768,16129,16498.752
63,20,1,7,3,0,32.768,14198,14508.992
