,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,100,0,0,0,6,32.768,32224,515.519
1,100,0,0,1,6,32.768,39097,626.202
2,100,0,0,2,6,32.768,27878,445.615
3,100,0,0,3,6,32.768,25273,404.25100000000003
4,100,0,1,0,6,32.768,5565,83.209
5,100,0,1,1,6,32.768,46699,747.837
6,100,0,1,2,6,32.768,30663,490.842
7,100,0,1,3,6,32.768,29056,464.309
8,100,0,2,0,6,32.768,1,0.016
9,100,0,2,1,6,32.768,42582,681.999
10,100,0,2,2,6,32.768,43301,691.801
11,100,0,2,3,6,32.768,31552,505.50800000000004
12,100,0,3,0,6,32.768,1,0.016
13,100,0,3,1,6,32.768,48022,768.759
14,100,0,3,2,6,32.768,41414,662.194
15,100,0,3,3,6,32.768,40180,642.104
16,100,0,4,0,7,32.768,20133,161.12550000000002
17,100,0,4,1,7,32.768,17301,138.3435
18,100,0,4,2,7,32.768,15117,120.9665
19,100,0,4,3,7,32.768,11626,93.0455
20,100,0,5,0,7,32.768,0,0.0
21,100,0,5,1,7,32.768,21071,168.645
22,100,0,5,2,7,32.768,19334,154.6325
23,100,0,5,3,7,32.768,17144,137.1145
24,100,0,6,0,7,32.768,31806,254.5515
25,100,0,6,1,7,32.768,26846,214.6365
26,100,0,6,2,7,32.768,20873,167.013
27,100,0,6,3,7,32.768,15944,127.62
28,100,0,7,0,7,32.768,30455,243.50900000000001
29,100,0,7,1,7,32.768,26168,209.4545
30,100,0,7,2,7,32.768,21941,175.4775
31,100,0,7,3,7,32.768,18499,147.929
32,100,1,0,0,0,32.768,59250,60669.696
33,100,1,0,1,0,32.768,51386,52483.008
34,100,1,0,2,0,32.768,46833,48030.784
35,100,1,0,3,0,32.768,40477,41308.032
36,100,1,1,0,0,32.768,79498,81598.528
37,100,1,1,1,0,32.768,1,1.024
38,100,1,1,2,0,32.768,63041,64620.416000000005
39,100,1,1,3,0,32.768,58942,60333.824
40,100,1,2,0,0,32.768,8,9.152000000000001
41,100,1,2,1,0,32.768,93750,95963.392
42,100,1,2,2,0,32.768,75122,76995.008
43,100,1,2,3,0,32.768,67659,69299.712
44,100,1,3,0,0,32.768,1,1.024
45,100,1,3,1,0,32.768,1,1.024
46,100,1,3,2,0,32.768,91896,93825.216
47,100,1,3,3,0,32.768,81911,83787.648
48,100,1,4,0,0,32.768,44869,45877.888
49,100,1,4,1,0,32.768,1,1.024
50,100,1,4,2,0,32.768,34844,35646.784
51,100,1,4,3,0,32.768,28982,29631.04
52,100,1,5,0,0,32.768,0,0.0
53,100,1,5,1,0,32.768,55566,57063.424
54,100,1,5,2,0,32.768,47374,48396.736000000004
55,100,1,5,3,0,32.768,41924,43057.984000000004
56,100,1,6,0,0,32.768,81312,82981.888
57,100,1,6,1,0,32.768,64233,65930.24
58,100,1,6,2,0,32.768,58011,59563.328
59,100,1,6,3,0,32.768,50752,51837.568
60,100,1,7,0,0,32.768,1,1.024
61,100,1,7,1,0,32.768,1,1.024
62,100,1,7,2,0,32.768,66339,68066.432
63,100,1,7,3,0,32.768,58714,59943.424
