,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,110,0,0,0,6,32.768,46254,740.974
1,110,0,0,1,6,32.768,38758,619.33
2,110,0,0,2,6,32.768,6690,105.733
3,110,0,0,3,6,32.768,30076,481.687
4,110,0,1,0,6,32.768,62105,992.3870000000001
5,110,0,1,1,6,32.768,51956,831.681
6,110,0,1,2,6,32.768,0,0.0
7,110,0,1,3,6,32.768,34645,554.463
8,110,0,2,0,6,32.768,0,0.0
9,110,0,2,1,6,32.768,64077,1024.922
10,110,0,2,2,6,32.768,45305,725.73
11,110,0,2,3,6,32.768,36509,584.201
12,110,0,3,0,6,32.768,0,0.0
13,110,0,3,1,6,32.768,54195,868.099
14,110,0,3,2,6,32.768,455,7.396
15,110,0,3,3,6,32.768,40125,641.98
16,110,0,4,0,7,32.768,0,0.0
17,110,0,4,1,7,32.768,22570,180.627
18,110,0,4,2,7,32.768,17310,138.486
19,110,0,4,3,7,32.768,0,0.0
20,110,0,5,0,7,32.768,30026,240.339
21,110,0,5,1,7,32.768,22101,176.6975
22,110,0,5,2,7,32.768,20393,163.137
23,110,0,5,3,7,32.768,22836,182.76500000000001
24,110,0,6,0,7,32.768,31798,254.45000000000002
25,110,0,6,1,7,32.768,30706,245.5215
26,110,0,6,2,7,32.768,26189,209.4485
27,110,0,6,3,7,32.768,23247,186.0075
28,110,0,7,0,7,32.768,32685,261.5385
29,110,0,7,1,7,32.768,29824,238.4615
30,110,0,7,2,7,32.768,25333,202.72650000000002
31,110,0,7,3,7,32.768,26336,210.7825
32,110,1,0,0,0,32.768,0,0.0
33,110,1,0,1,0,32.768,51422,52471.296
34,110,1,0,2,0,32.768,41596,42717.824
35,110,1,0,3,0,32.768,38524,39530.048
36,110,1,1,0,0,32.768,80749,82638.848
37,110,1,1,1,0,32.768,0,0.0
38,110,1,1,2,0,32.768,57757,59037.888
39,110,1,1,3,0,32.768,52872,54121.792
40,110,1,2,0,0,32.768,98824,101161.408
41,110,1,2,1,0,32.768,93187,95631.296
42,110,1,2,2,0,32.768,76151,78094.208
43,110,1,2,3,0,32.768,64847,66495.296
44,110,1,3,0,0,32.768,0,0.0
45,110,1,3,1,0,32.768,99065,101247.296
46,110,1,3,2,0,32.768,85333,87538.56
47,110,1,3,3,0,32.768,79513,81425.6
48,110,1,4,0,0,32.768,44506,45498.24
49,110,1,4,1,0,32.768,38647,39686.272
50,110,1,4,2,0,32.768,32246,32927.168
51,110,1,4,3,0,32.768,26406,27116.928
52,110,1,5,0,0,32.768,304,733.888
53,110,1,5,1,0,32.768,1,1.024
54,110,1,5,2,0,32.768,44514,45698.432
55,110,1,5,3,0,32.768,37388,38214.848
56,110,1,6,0,0,32.768,78705,80493.696
57,110,1,6,1,0,32.768,62302,63875.520000000004
58,110,1,6,2,0,32.768,55024,56494.528
59,110,1,6,3,0,32.768,50249,51318.528
60,110,1,7,0,0,32.768,5233,6299.712
61,110,1,7,1,0,32.768,1,1.024
62,110,1,7,2,0,32.768,65444,67128.128
63,110,1,7,3,0,32.768,56888,58343.488000000005
