,temp,design,group,inst,CTR,FreqRef (kHz),DOUT,Freq0 (kHz)
0,60,0,0,0,6,32.768,0,0.0
1,60,0,0,1,6,32.768,5724,91.605
2,60,0,0,2,6,32.768,1,0.016
3,60,0,0,3,6,32.768,4567,73.139
4,60,0,1,0,6,32.768,9353,149.601
5,60,0,1,1,6,32.768,7790,124.805
6,60,0,1,2,6,32.768,0,0.0
7,60,0,1,3,6,32.768,5396,86.241
8,60,0,2,0,6,32.768,0,0.0
9,60,0,2,1,6,32.768,10034,160.52
10,60,0,2,2,6,32.768,6933,111.08500000000001
11,60,0,2,3,6,32.768,5561,88.97800000000001
12,60,0,3,0,6,32.768,0,0.0
13,60,0,3,1,6,32.768,8363,133.836
14,60,0,3,2,6,32.768,0,0.0
15,60,0,3,3,6,32.768,5987,95.924
16,60,0,4,0,7,32.768,0,0.0
17,60,0,4,1,7,32.768,2505,20.035
18,60,0,4,2,7,32.768,1874,14.999
19,60,0,4,3,7,32.768,0,0.0
20,60,0,5,0,7,32.768,3270,26.144000000000002
21,60,0,5,1,7,32.768,1,0.0095
22,60,0,5,2,7,32.768,2224,17.801000000000002
23,60,0,5,3,7,32.768,2597,20.764
24,60,0,6,0,7,32.768,3197,25.580000000000002
25,60,0,6,1,7,32.768,3254,26.0385
26,60,0,6,2,7,32.768,2814,22.4975
27,60,0,6,3,7,32.768,2570,20.5605
28,60,0,7,0,7,32.768,3281,26.257
29,60,0,7,1,7,32.768,3405,27.238
30,60,0,7,2,7,32.768,2707,21.6445
31,60,0,7,3,7,32.768,3097,24.775000000000002
32,60,1,0,0,0,32.768,0,0.0
33,60,1,0,1,0,32.768,25591,26271.68
34,60,1,0,2,0,32.768,0,0.0
35,60,1,0,3,0,32.768,18706,19176.832000000002
36,60,1,1,0,0,32.768,1,1.024
37,60,1,1,1,0,32.768,0,0.0
38,60,1,1,2,0,32.768,1,1.024
39,60,1,1,3,0,32.768,25804,26441.920000000002
40,60,1,2,0,0,32.768,46944,47969.6
41,60,1,2,1,0,32.768,1,1.024
42,60,1,2,2,0,32.768,37939,38728.256
43,60,1,2,3,0,32.768,31919,32752.384000000002
44,60,1,3,0,0,32.768,0,0.0
45,60,1,3,1,0,32.768,48369,49445.952
46,60,1,3,2,0,32.768,42278,43426.56
47,60,1,3,3,0,32.768,39747,40671.68
48,60,1,4,0,0,32.768,19157,19644.992000000002
49,60,1,4,1,0,32.768,18056,18445.696
50,60,1,4,2,0,32.768,14612,14922.688
51,60,1,4,3,0,32.768,11489,11753.088
52,60,1,5,0,0,32.768,0,0.0
53,60,1,5,1,0,32.768,1,1.024
54,60,1,5,2,0,32.768,40,41.472
55,60,1,5,3,0,32.768,16523,16864.384000000002
56,60,1,6,0,0,32.768,637,668.096
57,60,1,6,1,0,32.768,27626,28351.936
58,60,1,6,2,0,32.768,25456,25988.416
59,60,1,6,3,0,32.768,23411,23905.28
60,60,1,7,0,0,32.768,41960,43104.64
61,60,1,7,1,0,32.768,1,1.024
62,60,1,7,2,0,32.768,30216,30891.008
63,60,1,7,3,0,32.768,26230,26936.32
